ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
28437,1.64E-02,3.61E-03,-3.055145,-2.537466,-0.7010641,,
43350,1.64E-02,3.62E-03,-3.054864,-2.538193,-0.5848464,,
38723,1.64E-02,3.62E-03,-3.054809,-2.538335,-0.7934861,ACOX1,acyl-CoA oxidase 1
38721,1.64E-02,3.62E-03,-3.054566,-2.538965,-0.6472912,NPHS1,"NPHS1, nephrin"
88,1.64E-02,3.62E-03,-3.054435,-2.539304,-0.5284739,,
43176,1.64E-02,3.62E-03,-3.054245,-2.539797,-0.8588651,ZC3H7A,zinc finger CCCH-type containing 7A
18160,1.64E-02,3.62E-03,-3.053936,-2.540595,-0.5139186,,
1786,1.65E-02,3.63E-03,-3.053656,-2.541322,-0.551132,,
1364,1.65E-02,3.63E-03,-3.053466,-2.541813,-0.5289518,,
38438,1.65E-02,3.63E-03,-3.053338,-2.542143,-0.6006479,,
42726,1.65E-02,3.63E-03,3.053316,-2.542201,0.4937121,IRF7,interferon regulatory factor 7
30248,1.65E-02,3.63E-03,-3.053005,-2.543007,-1.7312756,TRPS1,transcriptional repressor GATA binding 1
44270,1.65E-02,3.63E-03,-3.052946,-2.543158,-1.0192253,ZNF69,zinc finger protein 69
38702,1.65E-02,3.64E-03,-3.052586,-2.544091,-1.1893307,HOMER1,homer scaffolding protein 1
19983,1.65E-02,3.64E-03,-3.052553,-2.544175,-0.5798919,,
19725,1.65E-02,3.64E-03,-3.052226,-2.545022,-0.7152315,ARL14,ADP ribosylation factor like GTPase 14
42005,1.65E-02,3.64E-03,-3.052161,-2.54519,-0.558197,LOC100130654,uncharacterized LOC100130654
34381,1.65E-02,3.64E-03,-3.052093,-2.545365,-0.8913376,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0
16818,1.65E-02,3.64E-03,3.052091,-2.54537,1.1590001,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase"
33949,1.65E-02,3.64E-03,-3.052057,-2.545458,-0.6083786,HNRNPA1L2,heterogeneous nuclear ribonucleoprotein A1-like 2
13496,1.65E-02,3.65E-03,-3.051885,-2.545904,-1.036699,ABCD3,ATP binding cassette subfamily D member 3
16962,1.65E-02,3.65E-03,3.051865,-2.545955,0.9449053,TCP11L2,t-complex 11 like 2
26679,1.65E-02,3.65E-03,-3.051792,-2.546145,-1.1039157,TMF1,TATA element modulatory factor 1
27620,1.65E-02,3.65E-03,-3.051648,-2.546518,-0.6955748,GPSM1,G-protein signaling modulator 1
8406,1.65E-02,3.65E-03,-3.051274,-2.547486,-0.9918923,KRT40,keratin 40
13323,1.65E-02,3.65E-03,-3.051256,-2.547532,-0.9947337,GOPC,golgi associated PDZ and coiled-coil motif containing
2521,1.65E-02,3.65E-03,-3.051119,-2.547887,-0.5389243,,
17140,1.65E-02,3.65E-03,-3.051041,-2.548087,-0.874737,CCDC43,coiled-coil domain containing 43
17482,1.65E-02,3.65E-03,-3.051027,-2.548125,-0.9015076,,
26999,1.65E-02,3.65E-03,-3.051009,-2.548171,-0.7847122,GPR107,G protein-coupled receptor 107
43433,1.65E-02,3.66E-03,-3.050861,-2.548553,-0.546357,,
14569,1.66E-02,3.66E-03,-3.050624,-2.549167,-0.5092035,LINC01120,long intergenic non-protein coding RNA 1120
4633,1.66E-02,3.66E-03,-3.050546,-2.549367,-0.8094205,PGK2,phosphoglycerate kinase 2
23585,1.66E-02,3.66E-03,-3.050534,-2.549399,-0.680917,DYRK1A,dual specificity tyrosine phosphorylation regulated kinase 1A
26532,1.66E-02,3.66E-03,-3.050288,-2.550037,-0.8152609,VPS26A,"VPS26, retromer complex component A"
33751,1.66E-02,3.66E-03,-3.050178,-2.550319,-0.550657,THRAP3,thyroid hormone receptor associated protein 3
32644,1.66E-02,3.66E-03,-3.050013,-2.550747,-1.2333387,SNORD22,"small nucleolar RNA, C/D box 22"
30791,1.66E-02,3.67E-03,-3.04993,-2.550962,-0.5601859,C11orf87,chromosome 11 open reading frame 87
27408,1.66E-02,3.67E-03,-3.049779,-2.551352,-0.6441304,,
6727,1.66E-02,3.67E-03,-3.049755,-2.551414,-0.9536093,REXO2,RNA exonuclease 2
8876,1.66E-02,3.67E-03,-3.049732,-2.551474,-0.5260436,MAGEA10,MAGE family member A10
20334,1.66E-02,3.67E-03,-3.049633,-2.551729,-0.5504209,,
26964,1.66E-02,3.67E-03,-3.049585,-2.551853,-1.1675748,DIP2B,disco interacting protein 2 homolog B
29950,1.66E-02,3.67E-03,-3.049465,-2.552164,-0.612555,COX7A2L,cytochrome c oxidase subunit 7A2 like
5480,1.66E-02,3.67E-03,-3.049445,-2.552216,-0.8375827,NDUFAF5,NADH:ubiquinone oxidoreductase complex assembly factor 5
11822,1.66E-02,3.67E-03,-3.049277,-2.552649,-1.1924307,RBBP5,"RB binding protein 5, histone lysine methyltransferase complex subunit"
32794,1.66E-02,3.68E-03,-3.048746,-2.554024,-0.978637,OLFM2,olfactomedin 2
40819,1.66E-02,3.68E-03,-3.048678,-2.554198,-1.0111382,TMEM106B,transmembrane protein 106B
6274,1.66E-02,3.68E-03,-3.048448,-2.554795,-0.8286697,ZP1,zona pellucida glycoprotein 1
2457,1.66E-02,3.68E-03,-3.048386,-2.554954,-0.8185989,ZDHHC21,zinc finger DHHC-type containing 21
27897,1.66E-02,3.68E-03,-3.04832,-2.555125,-0.8681952,SPRR4,small proline rich protein 4
23726,1.66E-02,3.68E-03,-3.048083,-2.555737,-0.7754269,SRR,serine racemase
5639,1.67E-02,3.69E-03,-3.047584,-2.557027,-1.1034411,,
18919,1.67E-02,3.69E-03,-3.047398,-2.557508,-0.8655325,MAP2K1,mitogen-activated protein kinase kinase 1
29536,1.67E-02,3.69E-03,-3.047275,-2.557826,-0.6886696,CSNK2A1,casein kinase 2 alpha 1
12847,1.67E-02,3.69E-03,-3.047193,-2.558038,-0.8760326,FASLG,Fas ligand
9716,1.67E-02,3.70E-03,-3.047017,-2.558494,-1.1320552,CUL7,cullin 7
34195,1.67E-02,3.70E-03,-3.046838,-2.558955,-1.2508297,MTMR12,myotubularin related protein 12
45195,1.67E-02,3.70E-03,-3.046745,-2.559195,-0.6604658,RHOA,ras homolog family member A
14341,1.67E-02,3.70E-03,3.046581,-2.55962,2.2561649,,
33885,1.67E-02,3.70E-03,-3.046462,-2.559927,-0.5611447,,
998,1.67E-02,3.70E-03,-3.046233,-2.56052,-0.7604894,TMEM222,transmembrane protein 222
42526,1.67E-02,3.70E-03,-3.046223,-2.560545,-0.650083,MCFD2,multiple coagulation factor deficiency 2
27308,1.67E-02,3.71E-03,-3.045959,-2.561228,-0.866531,,
24836,1.67E-02,3.71E-03,-3.045849,-2.56151,-1.2866771,WBP4,WW domain binding protein 4
38075,1.67E-02,3.71E-03,-3.045848,-2.561514,-0.6118106,,
45033,1.67E-02,3.71E-03,-3.045834,-2.561549,-0.5242837,,
239,1.67E-02,3.71E-03,-3.045522,-2.562358,-0.8053697,PPP2R2C,protein phosphatase 2 regulatory subunit Bgamma
2946,1.67E-02,3.71E-03,-3.04543,-2.562593,-1.1190458,CLCC1,chloride channel CLIC like 1
1905,1.67E-02,3.71E-03,-3.045321,-2.562876,-0.7355182,,
16271,1.67E-02,3.71E-03,-3.045319,-2.56288,-0.94727,PSMB10,proteasome subunit beta 10
7664,1.67E-02,3.72E-03,-3.045086,-2.563483,-0.884111,ANO8,anoctamin 8
31379,1.68E-02,3.72E-03,-3.04492,-2.563913,-1.1573988,OPHN1,oligophrenin 1
22877,1.68E-02,3.72E-03,-3.044918,-2.563918,-0.9051077,MYO3A,myosin IIIA
43204,1.68E-02,3.72E-03,-3.044827,-2.564152,-0.6122642,RPS10,ribosomal protein S10
36249,1.68E-02,3.72E-03,-3.044426,-2.565188,-0.5559401,,
407,1.68E-02,3.72E-03,-3.044259,-2.565619,-1.1027213,ZZZ3,zinc finger ZZ-type containing 3
14871,1.68E-02,3.72E-03,3.04424,-2.565669,1.5034829,KIF5A,kinesin family member 5A
44801,1.68E-02,3.73E-03,-3.044065,-2.56612,-0.6055238,,
90,1.68E-02,3.73E-03,-3.043973,-2.566357,-0.5936277,,
40790,1.68E-02,3.73E-03,-3.043948,-2.566422,-0.7022435,LOC93463,uncharacterized LOC93463
41796,1.68E-02,3.73E-03,-3.043878,-2.566603,-0.9383236,ELP3,elongator acetyltransferase complex subunit 3
12320,1.68E-02,3.73E-03,-3.0438,-2.566804,-0.5826668,PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2
35639,1.68E-02,3.73E-03,3.043508,-2.567559,0.5392939,TENM3,teneurin transmembrane protein 3
13326,1.68E-02,3.73E-03,-3.043429,-2.567762,-0.6560406,TMEM59,transmembrane protein 59
44906,1.68E-02,3.73E-03,-3.043342,-2.567987,-0.9649869,GYS1,glycogen synthase 1
17105,1.68E-02,3.73E-03,-3.043236,-2.56826,-0.5376762,,
19384,1.68E-02,3.74E-03,-3.043005,-2.568858,-1.3270534,,
43585,1.68E-02,3.74E-03,3.042911,-2.569101,1.1480316,LRIG1,leucine rich repeats and immunoglobulin like domains 1
37682,1.68E-02,3.74E-03,3.042852,-2.569254,1.6065928,,
22947,1.68E-02,3.74E-03,-3.042748,-2.569521,-1.1972818,PCDH8,protocadherin 8
2031,1.68E-02,3.74E-03,-3.04272,-2.569594,-0.8572013,TUFM,"Tu translation elongation factor, mitochondrial"
15430,1.68E-02,3.74E-03,-3.042704,-2.569636,-0.7411228,,
34200,1.68E-02,3.74E-03,-3.042556,-2.570017,-0.7776983,CNOT2,CCR4-NOT transcription complex subunit 2
25122,1.68E-02,3.74E-03,-3.042491,-2.570186,-0.7952025,CREM,cAMP responsive element modulator
25032,1.68E-02,3.74E-03,-3.042439,-2.570318,-0.961918,BCL2L1,BCL2 like 1
43145,1.68E-02,3.74E-03,-3.042374,-2.570487,-0.6187848,,
27369,1.68E-02,3.75E-03,-3.04223,-2.570858,-0.599844,,
20634,1.69E-02,3.75E-03,-3.041806,-2.571954,-0.5860796,,
91,1.69E-02,3.75E-03,-3.041668,-2.572309,-0.703713,,
32122,1.69E-02,3.75E-03,-3.041628,-2.572412,-0.8018701,PALM2,paralemmin 2
13131,1.69E-02,3.75E-03,-3.041553,-2.572607,-0.8840117,,
31673,1.69E-02,3.75E-03,-3.041466,-2.572832,-0.5787303,,
11427,1.69E-02,3.75E-03,-3.041458,-2.572853,-0.5448808,,
17456,1.69E-02,3.75E-03,-3.04135,-2.573132,-1.3383956,,
37695,1.69E-02,3.76E-03,-3.041263,-2.573355,-0.6372419,TDH,L-threonine dehydrogenase (pseudogene)
12112,1.69E-02,3.76E-03,-3.041257,-2.57337,-1.2879852,SNX10,sorting nexin 10
35098,1.69E-02,3.76E-03,-3.040772,-2.574622,-0.7254854,WDR83OS,WD repeat domain 83 opposite strand
44623,1.69E-02,3.76E-03,-3.040414,-2.575547,-0.5222469,,
44102,1.69E-02,3.76E-03,-3.040372,-2.575655,-1.1408121,,
17063,1.69E-02,3.77E-03,-3.040338,-2.575743,-0.6681476,,
34441,1.69E-02,3.77E-03,-3.040191,-2.576123,-1.4784872,MEX3B,mex-3 RNA binding family member B
24418,1.69E-02,3.77E-03,-3.040005,-2.576602,-0.5101355,PPP4R3CP,"protein phosphatase 4 regulatory subunit 3C, pseudogene"
24750,1.69E-02,3.77E-03,-3.039977,-2.576673,-1.0335006,ZDHHC24,zinc finger DHHC-type containing 24
42257,1.69E-02,3.77E-03,-3.039971,-2.576691,-0.8617046,RGS7BP,regulator of G-protein signaling 7 binding protein
35017,1.69E-02,3.77E-03,-3.03996,-2.57672,-0.9396907,SAG,S-antigen visual arrestin
9825,1.69E-02,3.77E-03,-3.039903,-2.576865,-1.0463056,FYN,"FYN proto-oncogene, Src family tyrosine kinase"
39919,1.69E-02,3.77E-03,-3.039764,-2.577223,-1.7196583,PDZK1IP1,PDZK1 interacting protein 1
36514,1.69E-02,3.77E-03,3.039737,-2.577295,1.8315698,LINC00504,long intergenic non-protein coding RNA 504
43213,1.69E-02,3.78E-03,-3.039394,-2.578178,-0.5474312,GPR1-AS,GPR1 antisense RNA
37525,1.69E-02,3.78E-03,-3.039058,-2.579047,-0.7252904,,
43479,1.69E-02,3.78E-03,-3.039013,-2.579161,-0.545162,MOBP,myelin-associated oligodendrocyte basic protein
32371,1.69E-02,3.78E-03,3.038962,-2.579294,0.5579658,MAST4,microtubule associated serine/threonine kinase family member 4
36338,1.69E-02,3.78E-03,-3.038958,-2.579303,-0.7988052,CTNNBL1,catenin beta like 1
39920,1.70E-02,3.78E-03,-3.038885,-2.579492,-0.9568244,,
9394,1.70E-02,3.78E-03,-3.038881,-2.579502,-0.8629732,,
28636,1.70E-02,3.78E-03,-3.038818,-2.579664,-0.8078238,,
4529,1.70E-02,3.78E-03,-3.038496,-2.580496,-0.7998769,BMX,BMX non-receptor tyrosine kinase
17109,1.70E-02,3.79E-03,-3.038198,-2.581266,-0.793668,APLF,aprataxin and PNKP like factor
30641,1.70E-02,3.79E-03,-3.037939,-2.581934,-1.8043666,SH3TC2,SH3 domain and tetratricopeptide repeats 2
16752,1.70E-02,3.79E-03,-3.037614,-2.582771,-0.5121686,CALN1,calneuron 1
5693,1.70E-02,3.80E-03,3.03737,-2.583399,0.7771522,BCL2,"BCL2, apoptosis regulator"
44541,1.70E-02,3.80E-03,-3.037245,-2.583722,-0.5519429,,
1447,1.70E-02,3.80E-03,-3.03715,-2.583967,-0.5306419,,
26870,1.70E-02,3.80E-03,-3.03712,-2.584044,-0.5285681,,
4191,1.70E-02,3.80E-03,-3.03708,-2.584148,-0.5876233,RPS10P7,ribosomal protein S10 pseudogene 7
1136,1.70E-02,3.80E-03,-3.037067,-2.584181,-1.0831328,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
14824,1.70E-02,3.80E-03,-3.037041,-2.58425,-0.5447681,,
3909,1.70E-02,3.80E-03,-3.036796,-2.58488,-0.5248918,,
23969,1.70E-02,3.81E-03,-3.036524,-2.585581,-1.5828005,,
17777,1.70E-02,3.81E-03,-3.036452,-2.585768,-0.5343727,MAS1,"MAS1 proto-oncogene, G protein-coupled receptor"
21500,1.70E-02,3.81E-03,-3.036363,-2.585996,-0.8747952,,
12372,1.70E-02,3.81E-03,-3.036341,-2.586055,-0.6947182,,
34530,1.70E-02,3.81E-03,-3.036322,-2.586102,-0.9674845,SREK1IP1,SREK1 interacting protein 1
43096,1.70E-02,3.81E-03,-3.036169,-2.586498,-0.5925788,,
43796,1.70E-02,3.81E-03,-3.036143,-2.586565,-0.5337172,,
17676,1.70E-02,3.81E-03,-3.036131,-2.586594,-1.0526896,KBTBD12,kelch repeat and BTB domain containing 12
16519,1.70E-02,3.81E-03,-3.036008,-2.586913,-1.0170217,OSMR,oncostatin M receptor
210,1.71E-02,3.81E-03,-3.035823,-2.58739,-0.889619,LOC100128361,uncharacterized LOC100128361
24191,1.71E-02,3.81E-03,-3.035822,-2.587393,-1.0658965,PPIL4,peptidylprolyl isomerase like 4
28679,1.71E-02,3.81E-03,3.035662,-2.587803,2.0066087,,
21125,1.71E-02,3.82E-03,-3.035245,-2.58888,-0.987831,NIFK,nucleolar protein interacting with the FHA domain of MKI67
43898,1.71E-02,3.82E-03,-3.035236,-2.588902,-1.3353948,PUSL1,pseudouridylate synthase-like 1
3468,1.71E-02,3.82E-03,-3.03512,-2.589203,-0.5259116,KIF5A,kinesin family member 5A
9875,1.71E-02,3.82E-03,-3.035059,-2.589359,-0.8384345,MAPK8,mitogen-activated protein kinase 8
43038,1.71E-02,3.82E-03,-3.03488,-2.589821,-0.7119585,CSNK2A1,casein kinase 2 alpha 1
28431,1.71E-02,3.82E-03,3.034697,-2.590291,1.9110336,LOC399716,uncharacterized LOC399716
45210,1.71E-02,3.83E-03,-3.034618,-2.590495,-0.5291231,,
34290,1.71E-02,3.83E-03,-3.034528,-2.590729,-0.5793847,DQX1,DEAQ-box RNA dependent ATPase 1
11262,1.71E-02,3.83E-03,-3.034456,-2.590912,-0.6320343,,
11976,1.71E-02,3.83E-03,-3.034325,-2.591252,-0.8448861,RNASE3,ribonuclease A family member 3
40849,1.71E-02,3.83E-03,-3.034173,-2.591642,-0.8453423,SIRT5,sirtuin 5
34135,1.71E-02,3.83E-03,-3.034076,-2.591892,-1.6066819,,
15478,1.71E-02,3.83E-03,-3.033999,-2.592091,-0.5789534,DAZ2,deleted in azoospermia 2
44789,1.71E-02,3.83E-03,-3.033971,-2.592164,-0.7136005,,
34459,1.71E-02,3.83E-03,-3.033961,-2.59219,-0.779308,B9D2,B9 protein domain 2
13746,1.71E-02,3.83E-03,-3.03384,-2.592501,-0.9726777,,
12673,1.71E-02,3.84E-03,-3.033571,-2.593193,-0.4960189,POLD1,"DAN polymerase delta 1, catalytic subunit"
3354,1.71E-02,3.84E-03,-3.033421,-2.59358,-0.783973,EVPL,envoplakin
44411,1.71E-02,3.84E-03,-3.033233,-2.594065,-0.5299266,TMEM257,transmembrane protein 257
4934,1.71E-02,3.84E-03,-3.033196,-2.594161,-0.7626944,ZNF543,zinc finger protein 543
15394,1.71E-02,3.84E-03,-3.033191,-2.594173,-1.1267307,RAB9BP1,"RAB9B, member RAS oncogene family pseudogene 1"
43518,1.71E-02,3.84E-03,-3.033043,-2.594555,-0.5733395,,
38965,1.72E-02,3.84E-03,-3.03292,-2.594871,-1.3595267,CDH19,cadherin 19
41946,1.72E-02,3.84E-03,-3.032861,-2.595024,-0.7104818,CLTA,clathrin light chain A
859,1.72E-02,3.85E-03,-3.032763,-2.595276,-0.5225293,,
39108,1.72E-02,3.85E-03,-3.032743,-2.595327,-0.9507498,SDCCAG3,serologically defined colon cancer antigen 3
22223,1.72E-02,3.85E-03,-3.03255,-2.595824,-1.876953,ZNF469,zinc finger protein 469
17765,1.72E-02,3.85E-03,-3.032529,-2.595879,-0.8117959,RAD23B,"RAD23 homolog B, nucleotide excision repair protein"
22439,1.72E-02,3.85E-03,-3.032495,-2.595966,-0.881881,GRN,granulin
9171,1.72E-02,3.85E-03,-3.032431,-2.596132,-0.8517552,ATP2A2,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2
17855,1.72E-02,3.85E-03,-3.032342,-2.596361,-1.4061639,TRIM43,tripartite motif containing 43
2299,1.72E-02,3.85E-03,-3.032251,-2.596594,-0.6792668,RPL35,ribosomal protein L35
24262,1.72E-02,3.85E-03,-3.032237,-2.596631,-0.71296,PHLPP1,PH domain and leucine rich repeat protein phosphatase 1
6845,1.72E-02,3.85E-03,-3.032014,-2.597207,-1.3587635,HOOK1,hook microtubule tethering protein 1
12883,1.72E-02,3.85E-03,-3.031991,-2.597264,-0.8091306,FRG1,FSHD region gene 1
7220,1.72E-02,3.86E-03,-3.031813,-2.597723,-0.7230129,SLC18A1,solute carrier family 18 member A1
12487,1.72E-02,3.86E-03,-3.03168,-2.598066,-0.7530355,XPO4,exportin 4
30151,1.72E-02,3.86E-03,-3.031316,-2.599004,-0.7419463,,
44462,1.72E-02,3.86E-03,-3.031129,-2.599485,-0.5249439,,
34359,1.72E-02,3.86E-03,-3.031036,-2.599724,-1.129117,SYK,spleen associated tyrosine kinase
44457,1.72E-02,3.87E-03,-3.030878,-2.600132,-0.695049,,
22564,1.72E-02,3.87E-03,-3.030761,-2.600433,-0.9131596,TAGLN2,transgelin 2
2891,1.72E-02,3.87E-03,-3.03064,-2.600744,-0.5773133,,
2211,1.72E-02,3.87E-03,-3.030546,-2.600986,-0.5815232,,
33294,1.72E-02,3.87E-03,-3.030504,-2.601094,-0.889869,PTCD3,pentatricopeptide repeat domain 3
23713,1.72E-02,3.87E-03,-3.030375,-2.601427,-0.852075,,
8236,1.72E-02,3.87E-03,-3.030248,-2.601753,-0.7050886,SEC16A,"SEC16 homolog A, endoplasmic reticulum export factor"
937,1.72E-02,3.87E-03,-3.03009,-2.60216,-0.5298018,,
21773,1.72E-02,3.88E-03,-3.03001,-2.602367,-1.0125783,,
463,1.73E-02,3.88E-03,-3.029872,-2.602722,-0.696451,RNF11,ring finger protein 11
26230,1.73E-02,3.88E-03,-3.029745,-2.603048,-0.9240129,SENP5,SUMO1/sentrin specific peptidase 5
3930,1.73E-02,3.88E-03,3.029639,-2.603322,1.251852,SLIT3,slit guidance ligand 3
42031,1.73E-02,3.88E-03,-3.029295,-2.604207,-1.1334072,CPLX3,complexin 3
9170,1.73E-02,3.89E-03,-3.028975,-2.605032,-0.7081142,,
40880,1.73E-02,3.89E-03,-3.028941,-2.60512,-0.5304448,NLRP10,NLR family pyrin domain containing 10
25152,1.73E-02,3.89E-03,-3.028809,-2.605457,-0.5916263,,
39668,1.73E-02,3.89E-03,-3.028759,-2.605588,-0.5701273,LOC284561,uncharacterized LOC284561
24146,1.73E-02,3.89E-03,-3.028757,-2.605593,-1.3662796,LRRC34,leucine rich repeat containing 34
35270,1.73E-02,3.89E-03,-3.028737,-2.605643,-1.002818,ADAM9,ADAM metallopeptidase domain 9
15298,1.73E-02,3.89E-03,-3.028556,-2.60611,-0.5217222,,
2622,1.73E-02,3.89E-03,-3.028513,-2.60622,-0.7223336,,
8148,1.73E-02,3.89E-03,-3.028385,-2.606549,-0.7348661,TEX19,testis expressed 19
23555,1.73E-02,3.89E-03,-3.028336,-2.606676,-1.1726377,ZSCAN31,zinc finger and SCAN domain containing 31
21844,1.73E-02,3.89E-03,3.028332,-2.606686,0.6796808,,
39757,1.73E-02,3.89E-03,3.02821,-2.607,1.1328214,PIPOX,pipecolic acid and sarcosine oxidase
45059,1.73E-02,3.90E-03,-3.027875,-2.607863,-0.625538,,
2279,1.73E-02,3.90E-03,-3.027674,-2.60838,-0.7374868,,
24644,1.73E-02,3.90E-03,-3.027362,-2.609183,-1.2795198,1-Mar,membrane associated ring-CH-type finger 1
31810,1.73E-02,3.90E-03,-3.02735,-2.609215,-0.8322252,VPS11,"VPS11, CORVET/HOPS core subunit"
1930,1.73E-02,3.90E-03,-3.027334,-2.609256,-0.8401193,,
24701,1.73E-02,3.90E-03,-3.027269,-2.609422,-1.1668134,P4HA1,prolyl 4-hydroxylase subunit alpha 1
258,1.73E-02,3.91E-03,-3.027156,-2.609712,-0.5218757,,
38565,1.73E-02,3.91E-03,-3.027103,-2.609849,-0.7962777,SNU13,"SNU13 homolog, small nuclear ribonucleoprotein (U4/U6.U5)"
32972,1.73E-02,3.91E-03,-3.027072,-2.609928,-1.0658915,ZRANB3,zinc finger RANBP2-type containing 3
39095,1.74E-02,3.91E-03,-3.026849,-2.610503,-1.2900653,CHRNA3,cholinergic receptor nicotinic alpha 3 subunit
8138,1.74E-02,3.91E-03,-3.026728,-2.610813,-1.7201714,IFITM1,interferon induced transmembrane protein 1
513,1.74E-02,3.91E-03,-3.026594,-2.611159,-0.5384214,,
12652,1.74E-02,3.92E-03,-3.026244,-2.61206,-0.8024514,C12orf74,chromosome 12 open reading frame 74
34971,1.74E-02,3.92E-03,-3.026176,-2.612234,-0.9671249,HIP1,huntingtin interacting protein 1
38464,1.74E-02,3.92E-03,-3.026123,-2.61237,-0.7385321,,
41888,1.74E-02,3.92E-03,-3.025819,-2.613152,-1.0496728,ORAOV1,oral cancer overexpressed 1
5355,1.74E-02,3.92E-03,-3.025798,-2.613206,-0.7418102,HNRNPH3,heterogeneous nuclear ribonucleoprotein H3
13666,1.74E-02,3.92E-03,-3.025768,-2.613283,-0.856416,,
25954,1.74E-02,3.92E-03,-3.025661,-2.613558,-0.8065575,CTAGE5,"CTAGE family member 5, ER export factor"
31166,1.74E-02,3.92E-03,-3.025491,-2.613996,-0.8107994,KRTAP4-1,keratin associated protein 4-1
7690,1.74E-02,3.93E-03,-3.025325,-2.614423,-0.5380316,SH3BGRL3,SH3 domain binding glutamate rich protein like 3
4189,1.74E-02,3.93E-03,-3.025096,-2.615011,-1.2438396,HMOX1,heme oxygenase 1
7202,1.74E-02,3.93E-03,-3.025056,-2.615115,-0.5598563,HOXA11,homeobox A11
35383,1.74E-02,3.93E-03,-3.024811,-2.615744,-1.6505271,,
32435,1.74E-02,3.93E-03,-3.024807,-2.615756,-1.1936603,STK24,serine/threonine kinase 24
15485,1.74E-02,3.93E-03,-3.024763,-2.61587,-0.9455411,TLL1,tolloid like 1
8035,1.74E-02,3.93E-03,-3.024756,-2.615887,-0.6416655,,
43087,1.74E-02,3.93E-03,-3.024561,-2.616387,-0.697395,LOC105377245,uncharacterized LOC105377245
39244,1.74E-02,3.93E-03,-3.02455,-2.616416,-1.6676197,FAM25C,family with sequence similarity 25 member C
22917,1.74E-02,3.93E-03,-3.024524,-2.616484,-1.0287913,SMARCAD1,"SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
38324,1.74E-02,3.94E-03,-3.02449,-2.616571,-0.6176983,,
33530,1.74E-02,3.94E-03,-3.024449,-2.616677,-0.6394351,HPS6,"HPS6, biogenesis of lysosomal organelles complex 2 subunit 3"
25578,1.74E-02,3.94E-03,-3.024104,-2.617563,-0.7251116,ZIC5,Zic family member 5
13921,1.75E-02,3.94E-03,-3.023892,-2.618109,-1.3182879,ASRGL1,asparaginase like 1
4881,1.75E-02,3.94E-03,-3.023837,-2.61825,-0.8042522,CYB5R3,cytochrome b5 reductase 3
13938,1.75E-02,3.95E-03,-3.023587,-2.618892,-0.5127986,RPTN,repetin
3833,1.75E-02,3.95E-03,-3.023478,-2.619173,-0.6012651,WDR20,WD repeat domain 20
26756,1.75E-02,3.95E-03,-3.023381,-2.619422,-0.7210903,GEMIN8P4,gem nuclear organelle associated protein 8 pseudogene 4
78,1.75E-02,3.95E-03,-3.023186,-2.619924,-0.5558092,,
20568,1.75E-02,3.95E-03,-3.023051,-2.62027,-0.5299505,CRB1,"crumbs 1, cell polarity complex component"
429,1.75E-02,3.95E-03,-3.023045,-2.620286,-0.5253469,,
32837,1.75E-02,3.95E-03,-3.022867,-2.620742,-0.6183424,LOC101927534,uncharacterized LOC101927534
20829,1.75E-02,3.96E-03,-3.022655,-2.621287,-0.9582609,NRG3,neuregulin 3
24743,1.75E-02,3.96E-03,-3.022454,-2.621805,-1.1487877,,
7341,1.75E-02,3.96E-03,-3.022331,-2.622121,-1.368591,RNF213,ring finger protein 213
21505,1.75E-02,3.96E-03,3.02219,-2.622485,1.4612331,PDLIM3,PDZ and LIM domain 3
7230,1.75E-02,3.96E-03,-3.022172,-2.622529,-0.8840003,NGLY1,N-glycanase 1
7916,1.75E-02,3.96E-03,-3.021988,-2.623003,-0.9241559,IGFL2,IGF like family member 2
4638,1.75E-02,3.97E-03,-3.02154,-2.624154,-1.1490198,CCDC87,coiled-coil domain containing 87
21783,1.75E-02,3.97E-03,-3.021494,-2.624272,-0.6759939,,
39180,1.75E-02,3.97E-03,-3.021433,-2.624428,-0.6132009,TXNRD2,thioredoxin reductase 2
35585,1.75E-02,3.97E-03,-3.021426,-2.624448,-0.7387937,,
28824,1.75E-02,3.97E-03,-3.021387,-2.624548,-0.7811948,CCDC142,coiled-coil domain containing 142
4078,1.75E-02,3.97E-03,-3.021379,-2.624567,-0.9838266,,
38683,1.75E-02,3.97E-03,-3.021308,-2.624751,-0.5301728,ERBB2,erb-b2 receptor tyrosine kinase 2
8916,1.76E-02,3.97E-03,-3.02113,-2.625209,-0.7879499,DUOXA2,dual oxidase maturation factor 2
5066,1.76E-02,3.97E-03,3.021036,-2.62545,1.1481389,PTPRG,"protein tyrosine phosphatase, receptor type G"
8150,1.76E-02,3.97E-03,-3.020934,-2.625713,-0.7274968,,
3422,1.76E-02,3.97E-03,-3.020887,-2.625833,-1.0894177,RGPD2,RANBP2-like and GRIP domain containing 2
