ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
217894_at,1.48E-11,1.51E-12,-7.695675,17.76839,-2.1930226,KCTD3,potassium channel tetramerization domain containing 3
212378_at,1.49E-11,1.51E-12,-7.6952,17.76573,-1.8927204,GART,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase"
204314_s_at,1.49E-11,1.52E-12,-7.694579,17.76227,-1.1661647,CREB1,cAMP responsive element binding protein 1
223991_s_at,1.49E-11,1.52E-12,-7.694432,17.76145,-1.9693699,GALNT2,polypeptide N-acetylgalactosaminyltransferase 2
218190_s_at,1.51E-11,1.54E-12,-7.69252,17.75078,-1.1832908,UQCR10,"ubiquinol-cytochrome c reductase, complex III subunit X"
210681_s_at,1.53E-11,1.56E-12,-7.689819,17.73571,-1.597403,MIR6125///USP15,microRNA 6125///ubiquitin specific peptidase 15
206724_at,1.54E-11,1.57E-12,-7.68934,17.73304,-2.4655057,CBX4,chromobox 4
214113_s_at,1.56E-11,1.59E-12,-7.686538,17.7174,-1.4727759,RBM8A,RNA binding motif protein 8A
231057_at,1.56E-11,1.60E-12,7.686045,17.71465,1.5795956,,
225248_at,1.56E-11,1.60E-12,7.685865,17.71365,1.1011588,SPPL2B,signal peptide peptidase like 2B
211933_s_at,1.57E-11,1.60E-12,-7.685577,17.71204,-1.0605403,HNRNPA3///HNRNPA3P1,heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
214743_at,1.57E-11,1.61E-12,-7.684771,17.70754,-1.5818949,CUX1,cut like homeobox 1
1554131_at,1.57E-11,1.61E-12,7.684662,17.70694,0.7070267,CCSER2,coiled-coil serine rich protein 2
219213_at,1.59E-11,1.63E-12,7.682349,17.69404,3.8113423,JAM2,junctional adhesion molecule 2
228771_at,1.59E-11,1.63E-12,7.682261,17.69355,2.7444892,GRK3,G protein-coupled receptor kinase 3
222417_s_at,1.61E-11,1.65E-12,-7.680418,17.68327,-1.78479,SNX5,sorting nexin 5
222414_at,1.63E-11,1.66E-12,-7.678623,17.67326,-1.9153623,KMT2C,lysine methyltransferase 2C
222432_s_at,1.67E-11,1.71E-12,-7.674246,17.64886,-1.9639254,CCDC47,coiled-coil domain containing 47
209529_at,1.67E-11,1.71E-12,-7.674101,17.64805,-2.7605454,PLPP2,phospholipid phosphatase 2
203032_s_at,1.67E-11,1.71E-12,-7.67381,17.64643,-2.9067091,FH,fumarate hydratase
221826_at,1.67E-11,1.71E-12,-7.67367,17.64565,-2.3325398,ANGEL2,angel homolog 2
223819_x_at,1.70E-11,1.74E-12,-7.670992,17.63072,-1.8232418,LOC101928879///ZNF250///COMMD5,COMM domain-containing protein 5-like///zinc finger protein 250///COMM domain containing 5
244289_at,1.70E-11,1.74E-12,7.670332,17.62704,1.6891111,ZNF300P1,zinc finger protein 300 pseudogene 1
235022_at,1.70E-11,1.75E-12,-7.669891,17.62458,-2.2818646,FAM210A,family with sequence similarity 210 member A
223014_at,1.71E-11,1.76E-12,-7.668855,17.61881,-1.1515168,UBE2R2,ubiquitin conjugating enzyme E2 R2
212440_at,1.73E-11,1.77E-12,-7.667398,17.6107,-1.2676792,SNRNP27,small nuclear ribonucleoprotein U4/U6.U5 subunit 27
213294_at,1.74E-11,1.78E-12,-7.666416,17.60522,-1.8238488,EIF2AK2,eukaryotic translation initiation factor 2 alpha kinase 2
205105_at,1.74E-11,1.78E-12,-7.666223,17.60415,-1.9833818,MAN2A1,mannosidase alpha class 2A member 1
201453_x_at,1.75E-11,1.80E-12,-7.665028,17.59749,-1.4784717,RHEB,Ras homolog enriched in brain
209300_s_at,1.75E-11,1.80E-12,-7.664533,17.59473,-1.7998928,NECAP1,NECAP endocytosis associated 1
207476_at,1.77E-11,1.81E-12,7.66329,17.58781,0.5914903,LOC100507630,uncharacterized LOC100507630
212166_at,1.77E-11,1.82E-12,-7.663256,17.58762,-1.8952834,XPO7,exportin 7
224662_at,1.78E-11,1.83E-12,-7.662202,17.58175,-1.2270835,KIF5B,kinesin family member 5B
233407_at,1.80E-11,1.85E-12,7.660215,17.57068,0.475161,,
224756_s_at,1.80E-11,1.85E-12,-7.660074,17.5699,-1.2630204,ABHD16A,abhydrolase domain containing 16A
212720_at,1.81E-11,1.86E-12,-7.659096,17.56445,-2.5898892,PAPOLA,poly(A) polymerase alpha
218825_at,1.81E-11,1.86E-12,7.65847,17.56096,2.3668784,EGFL7,EGF like domain multiple 7
238974_at,1.84E-11,1.89E-12,-7.655957,17.54697,-1.2034053,C2orf69,chromosome 2 open reading frame 69
212567_s_at,1.85E-11,1.91E-12,7.65412,17.53674,1.5550152,MAP4,microtubule associated protein 4
208822_s_at,1.87E-11,1.92E-12,-7.653015,17.53058,-1.1958924,DAP3,death associated protein 3
204606_at,1.87E-11,1.93E-12,7.652562,17.52807,2.9558538,CCL21,C-C motif chemokine ligand 21
1558044_s_at,1.87E-11,1.93E-12,7.652487,17.52765,1.1398325,EXOSC6,exosome component 6
1558654_at,1.89E-11,1.95E-12,7.650722,17.51782,0.8511848,PPM1H,"protein phosphatase, Mg2+/Mn2+ dependent 1H"
241298_x_at,1.91E-11,1.97E-12,7.648874,17.50754,0.6902965,,
205963_s_at,1.95E-11,2.01E-12,-7.645042,17.48621,-1.426387,DNAJA3,DnaJ heat shock protein family (Hsp40) member A3
211546_x_at,1.98E-11,2.04E-12,7.642438,17.47172,0.6780951,SNCA,synuclein alpha
233946_at,2.02E-11,2.08E-12,7.638892,17.45199,0.7505293,SMU1,DNA replication regulator and spliceosomal factor
207877_s_at,2.08E-11,2.15E-12,-7.633663,17.42291,-1.840532,NVL,nuclear VCP-like
241921_x_at,2.08E-11,2.15E-12,7.633611,17.42262,0.8542247,,
229127_at,2.08E-11,2.15E-12,7.633569,17.42239,2.8289018,JAM2,junctional adhesion molecule 2
233952_s_at,2.08E-11,2.15E-12,-7.633035,17.41942,-2.0221719,ZBTB21,zinc finger and BTB domain containing 21
223347_at,2.09E-11,2.17E-12,7.631969,17.41349,1.606392,MUM1,melanoma associated antigen (mutated) 1
239346_at,2.12E-11,2.19E-12,-7.629982,17.40244,-1.930432,GTF2H3,general transcription factor IIH subunit 3
214829_at,2.13E-11,2.20E-12,7.628944,17.39667,1.1164696,AASS,aminoadipate-semialdehyde synthase
244656_at,2.15E-11,2.23E-12,7.627081,17.38632,0.7752287,RASL10B,RAS like family 10 member B
219161_s_at,2.18E-11,2.26E-12,-7.624556,17.37228,-1.7181031,CKLF-CMTM1///CKLF,CKLF-CMTM1 readthrough///chemokine like factor
200868_s_at,2.21E-11,2.29E-12,-7.622386,17.36022,-1.9461009,RNF114,ring finger protein 114
214940_s_at,2.21E-11,2.29E-12,7.622323,17.35987,1.1618275,SMG6,"SMG6, nonsense mediated mRNA decay factor"
210892_s_at,2.22E-11,2.30E-12,-7.621407,17.35478,-2.029633,GTF2I,general transcription factor IIi
223092_at,2.23E-11,2.32E-12,-7.620165,17.34788,-2.6645678,ANKH,ANKH inorganic pyrophosphate transport regulator
242472_x_at,2.23E-11,2.32E-12,7.620083,17.34742,0.4279004,FNBP4,formin binding protein 4
1564066_at,2.23E-11,2.32E-12,7.620067,17.34733,0.7766316,TMEM151B,transmembrane protein 151B
223140_s_at,2.25E-11,2.33E-12,-7.618823,17.34042,-1.8517063,DHX36,DEAH-box helicase 36
235431_s_at,2.26E-11,2.35E-12,7.617754,17.33448,1.3125196,PELI3,pellino E3 ubiquitin protein ligase family member 3
1565320_at,2.27E-11,2.36E-12,7.616863,17.32953,0.6116089,RBMY3AP,"RNA binding motif protein, Y-linked, family 3, member A pseudogene"
223113_at,2.27E-11,2.36E-12,-7.616495,17.32748,-1.3280888,TMEM138,transmembrane protein 138
225720_at,2.32E-11,2.41E-12,7.613148,17.3089,3.3033362,SYNPO2,synaptopodin 2
202328_s_at,2.34E-11,2.44E-12,7.611035,17.29716,1.282513,LOC101930075///PKD1,"polycystin-1-like///polycystin 1, transient receptor potential channel interacting"
216088_s_at,2.34E-11,2.44E-12,-7.610907,17.29645,-1.7696649,PSMA7,proteasome subunit alpha 7
218738_s_at,2.39E-11,2.49E-12,-7.607465,17.27734,-1.7243296,RNF138,ring finger protein 138
228642_at,2.40E-11,2.50E-12,7.606687,17.27302,2.8521476,HOTAIRM1,"HOXA transcript antisense RNA, myeloid-specific 1"
201327_s_at,2.40E-11,2.50E-12,-7.606362,17.27121,-1.6903544,CCT6A,chaperonin containing TCP1 subunit 6A
225832_s_at,2.41E-11,2.52E-12,-7.605484,17.26634,-1.4444209,DAGLB,diacylglycerol lipase beta
226437_at,2.41E-11,2.52E-12,-7.605442,17.2661,-2.0908661,YIF1B,"Yip1 interacting factor homolog B, membrane trafficking protein"
202579_x_at,2.43E-11,2.53E-12,-7.604118,17.25875,-1.9525391,HMGN4,high mobility group nucleosomal binding domain 4
219029_at,2.44E-11,2.54E-12,-7.603763,17.25678,-1.8519124,TMEM267,transmembrane protein 267
209694_at,2.45E-11,2.55E-12,-7.602907,17.25203,-1.7286471,PTS,6-pyruvoyltetrahydropterin synthase
221873_at,2.46E-11,2.57E-12,-7.601773,17.24574,-0.7411422,ZNF143,zinc finger protein 143
243857_at,2.48E-11,2.59E-12,-7.60039,17.23806,-3.0626002,MORF4L2,mortality factor 4 like 2
237926_s_at,2.48E-11,2.59E-12,7.600325,17.2377,0.4151738,,
201644_at,2.49E-11,2.61E-12,-7.599219,17.23156,-2.0652305,TSTA3,tissue specific transplantation antigen P35B
202905_x_at,2.52E-11,2.63E-12,-7.597409,17.22152,-1.901374,NBN,nibrin
219200_at,2.53E-11,2.64E-12,-7.596745,17.21784,-1.6124568,FASTKD3,FAST kinase domains 3
225207_at,2.53E-11,2.65E-12,7.596474,17.21633,4.6858984,PDK4,pyruvate dehydrogenase kinase 4
205259_at,2.56E-11,2.67E-12,7.594631,17.20611,2.5598484,NR3C2,nuclear receptor subfamily 3 group C member 2
201817_at,2.58E-11,2.70E-12,-7.592763,17.19574,-1.5420476,UBE3C,ubiquitin protein ligase E3C
1555928_at,2.59E-11,2.71E-12,7.592242,17.19285,0.9081701,,
1555222_a_at,2.59E-11,2.71E-12,7.592,17.19151,0.5474311,LOC101927122,uncharacterized LOC101927122
203800_s_at,2.59E-11,2.72E-12,-7.591899,17.19095,-1.3363841,MRPS14,mitochondrial ribosomal protein S14
202578_s_at,2.63E-11,2.75E-12,-7.589613,17.17827,-2.2505849,DDX19A,DEAD-box helicase 19A
205463_s_at,2.63E-11,2.75E-12,7.589513,17.17772,2.7465557,PDGFA,platelet derived growth factor subunit A
205178_s_at,2.63E-11,2.76E-12,-7.588931,17.17449,-1.0388551,RBBP6,"RB binding protein 6, ubiquitin ligase"
201071_x_at,2.65E-11,2.78E-12,-7.587958,17.16909,-1.1316699,SF3B1,splicing factor 3b subunit 1
231629_x_at,2.66E-11,2.79E-12,7.587102,17.16434,0.954726,KLK3,kallikrein related peptidase 3
33850_at,2.67E-11,2.80E-12,7.58664,17.16178,1.5362092,MAP4,microtubule associated protein 4
1563800_at,2.70E-11,2.83E-12,7.584431,17.14953,0.526928,LOC100506870///LOC283140,uncharacterized LOC100506870///uncharacterized LOC283140
222418_s_at,2.71E-11,2.85E-12,-7.583544,17.14461,-2.0040017,TMEM43,transmembrane protein 43
203057_s_at,2.72E-11,2.85E-12,-7.583081,17.14205,-1.6015213,PRDM2,PR/SET domain 2
232247_at,2.76E-11,2.90E-12,7.580503,17.12776,1.7879355,ZNF502,zinc finger protein 502
208947_s_at,2.76E-11,2.90E-12,-7.580393,17.12715,-1.448794,UPF1,"UPF1, RNA helicase and ATPase"
222459_at,2.76E-11,2.90E-12,-7.580327,17.12678,-1.7049319,AKIRIN1,akirin 1
210782_x_at,2.76E-11,2.91E-12,7.579827,17.12401,0.6148026,GRIN1,glutamate ionotropic receptor NMDA type subunit 1
219043_s_at,2.78E-11,2.92E-12,-7.578805,17.11835,-1.2719436,PDCL3P4///PDCL3,phosducin-like 3 pseudogene 4///phosducin like 3
53991_at,2.79E-11,2.94E-12,7.578072,17.11428,1.5732738,DENND2A,DENN domain containing 2A
231821_x_at,2.80E-11,2.95E-12,7.57727,17.10983,1.4325409,LOC729218///GTF2IP20///LINC01061,uncharacterized LOC729218///general transcription factor IIi pseudogene 20///long intergenic non-protein coding RNA 1061
212695_at,2.81E-11,2.96E-12,7.57686,17.10756,1.7549368,CRY2,cryptochrome circadian clock 2
204193_at,2.82E-11,2.97E-12,7.575829,17.10185,1.344425,CHKB,choline kinase beta
225447_at,2.85E-11,3.01E-12,-7.573845,17.09085,-1.8642629,GPD2,glycerol-3-phosphate dehydrogenase 2
209476_at,2.87E-11,3.02E-12,-7.572753,17.08481,-1.2131721,TMX1,thioredoxin related transmembrane protein 1
220751_s_at,2.89E-11,3.05E-12,7.571305,17.07678,3.1816659,FAXDC2,fatty acid hydroxylase domain containing 2
212680_x_at,2.91E-11,3.07E-12,-7.569952,17.06929,-1.7123709,PPP1R14B,protein phosphatase 1 regulatory inhibitor subunit 14B
238713_at,2.95E-11,3.11E-12,7.567944,17.05816,0.5850123,,
209434_s_at,2.95E-11,3.11E-12,-7.567624,17.05639,-2.6605473,PPAT,phosphoribosyl pyrophosphate amidotransferase
212655_at,2.98E-11,3.14E-12,-7.565914,17.04692,-1.6235752,ZCCHC14,zinc finger CCHC-type containing 14
223288_at,2.99E-11,3.16E-12,-7.565196,17.04294,-1.3180217,USP38,ubiquitin specific peptidase 38
223369_at,3.00E-11,3.17E-12,-7.564623,17.03977,-1.7681998,NTMT1,N-terminal Xaa-Pro-Lys N-methyltransferase 1
202173_s_at,3.00E-11,3.17E-12,-7.564492,17.03904,-1.7746968,VEZF1,vascular endothelial zinc finger 1
243720_at,3.02E-11,3.19E-12,7.563209,17.03194,1.1906357,,
227827_at,3.05E-11,3.22E-12,7.561461,17.02226,2.5112915,SORBS2,sorbin and SH3 domain containing 2
227042_at,3.06E-11,3.24E-12,-7.560556,17.01725,-1.6660415,YDJC,YdjC homolog (bacterial)
210380_s_at,3.07E-11,3.25E-12,7.559987,17.0141,0.996507,CACNA1G,calcium voltage-gated channel subunit alpha1 G
212818_s_at,3.07E-11,3.25E-12,7.559796,17.01304,1.3861103,ASB1,ankyrin repeat and SOCS box containing 1
211858_x_at,3.08E-11,3.26E-12,-7.559464,17.01121,-1.0144811,GNAS,GNAS complex locus
228401_at,3.09E-11,3.27E-12,-7.558709,17.00702,-2.6282622,ATAD2,"ATPase family, AAA domain containing 2"
227687_at,3.09E-11,3.28E-12,-7.558452,17.0056,-2.8072676,HYLS1,"HYLS1, centriolar and ciliogenesis associated"
243020_at,3.11E-11,3.29E-12,7.557637,17.00109,2.3893522,FAM13A-AS1,FAM13A antisense RNA 1
224243_at,3.13E-11,3.31E-12,7.556562,16.99514,0.7649577,APOA5,apolipoprotein A5
208079_s_at,3.18E-11,3.38E-12,-7.553157,16.97629,-4.3456863,AURKA,aurora kinase A
218283_at,3.20E-11,3.40E-12,-7.552101,16.97045,-1.1205541,SS18L2,SS18 like 2
209157_at,3.21E-11,3.41E-12,-7.551566,16.96749,-1.7479637,DNAJA2,DnaJ heat shock protein family (Hsp40) member A2
218117_at,3.22E-11,3.42E-12,-7.551099,16.96491,-0.9955378,RBX1,ring-box 1
202870_s_at,3.24E-11,3.44E-12,-7.550089,16.95932,-5.3697885,CDC20,cell division cycle 20
1565935_at,3.27E-11,3.48E-12,7.54801,16.94781,0.9909333,ZGRF1,zinc finger GRF-type containing 1
215628_x_at,3.33E-11,3.53E-12,7.545106,16.93175,1.3266158,,
210734_x_at,3.35E-11,3.56E-12,-7.543809,16.92458,-2.5329388,MAX,MYC associated factor X
211559_s_at,3.37E-11,3.58E-12,-7.542858,16.91931,-4.101159,CCNG2,cyclin G2
1555929_s_at,3.38E-11,3.60E-12,7.541883,16.91393,2.8713401,,
205091_x_at,3.40E-11,3.61E-12,-7.541109,16.90965,-1.3538244,RECQL,RecQ like helicase
236388_at,3.40E-11,3.62E-12,-7.541006,16.90907,-2.0730189,STRN,striatin
201735_s_at,3.42E-11,3.64E-12,-7.539999,16.9035,-1.6313752,CLCN3,chloride voltage-gated channel 3
223138_s_at,3.42E-11,3.64E-12,-7.539796,16.90238,-1.6066368,DHX36,DEAH-box helicase 36
231907_at,3.43E-11,3.65E-12,-7.539168,16.89891,-1.9722726,ABL2,"ABL proto-oncogene 2, non-receptor tyrosine kinase"
219037_at,3.45E-11,3.68E-12,-7.537891,16.89185,-1.966462,RRP15,ribosomal RNA processing 15 homolog
218012_at,3.49E-11,3.72E-12,7.536025,16.88153,1.4319205,TSPYL2,TSPY like 2
214766_s_at,3.50E-11,3.73E-12,-7.535477,16.8785,-1.4673572,AHCTF1,AT-hook containing transcription factor 1
212467_at,3.53E-11,3.76E-12,-7.534052,16.87063,-0.9868171,DNAJC13,DnaJ heat shock protein family (Hsp40) member C13
208803_s_at,3.55E-11,3.79E-12,-7.532564,16.8624,-1.5316923,SRP72,signal recognition particle 72
224957_at,3.60E-11,3.84E-12,-7.530176,16.84921,-1.5525147,RPL17-C18orf32///C18orf32///RPL17,RPL17-C18orf32 readthrough///chromosome 18 open reading frame 32///ribosomal protein L17
218374_s_at,3.62E-11,3.87E-12,-7.529089,16.8432,-2.8732274,C12orf4,chromosome 12 open reading frame 4
229177_at,3.63E-11,3.88E-12,7.528604,16.84052,3.4727919,C16orf89,chromosome 16 open reading frame 89
221430_s_at,3.65E-11,3.90E-12,-7.527605,16.835,-2.437186,RNF146,ring finger protein 146
207830_s_at,3.69E-11,3.94E-12,-7.525779,16.82491,-1.1729488,PPP1R8,protein phosphatase 1 regulatory subunit 8
225190_x_at,3.69E-11,3.94E-12,7.525514,16.82344,0.815204,RPL35A,ribosomal protein L35a
200708_at,3.74E-11,3.99E-12,-7.523252,16.81095,-1.6596305,GOT2,glutamic-oxaloacetic transaminase 2
211714_x_at,3.78E-11,4.04E-12,-7.521298,16.80016,-1.4096932,TUBB,tubulin beta class I
228597_at,3.78E-11,4.04E-12,-7.521203,16.79963,-2.3189318,MIS18A,MIS18 kinetochore protein A
235201_at,3.84E-11,4.11E-12,7.518027,16.78209,2.7423617,FOXP2,forkhead box P2
212365_at,3.84E-11,4.11E-12,-7.517964,16.78174,-2.5369552,MYO1B,myosin IB
206552_s_at,3.86E-11,4.13E-12,7.517101,16.77697,2.0757279,TAC1,tachykinin precursor 1
203417_at,3.87E-11,4.14E-12,-7.51668,16.77465,-3.8631501,MFAP2,microfibrillar associated protein 2
224621_at,3.92E-11,4.20E-12,-7.514485,16.76253,-1.206833,MAPK1,mitogen-activated protein kinase 1
201475_x_at,3.92E-11,4.20E-12,-7.514106,16.76044,-1.4822508,MIR6758///MARS,microRNA 6758///methionyl-tRNA synthetase
203041_s_at,3.93E-11,4.22E-12,-7.513643,16.75789,-1.8975379,LAMP2,lysosomal associated membrane protein 2
239106_at,3.94E-11,4.23E-12,-7.513077,16.75476,-2.0211227,CA5BP1,carbonic anhydrase 5B pseudogene 1
210052_s_at,3.95E-11,4.23E-12,-7.512908,16.75383,-5.294424,TPX2,"TPX2, microtubule nucleation factor"
227371_at,3.98E-11,4.27E-12,-7.511486,16.74598,-3.1712194,BAIAP2L1,BAI1 associated protein 2 like 1
202824_s_at,3.99E-11,4.29E-12,-7.510681,16.74153,-1.6237237,TCEB1,transcription elongation factor B subunit 1
213404_s_at,4.00E-11,4.29E-12,-7.510429,16.74014,-1.6181931,RHEB,Ras homolog enriched in brain
218566_s_at,4.05E-11,4.35E-12,-7.508164,16.72764,-1.7248373,CHORDC1,cysteine and histidine rich domain containing 1
205512_s_at,4.08E-11,4.38E-12,-7.506782,16.72002,-1.9610719,AIFM1,"apoptosis inducing factor, mitochondria associated 1"
201745_at,4.24E-11,4.55E-12,-7.499907,16.68208,-1.1848901,TWF1,twinfilin actin binding protein 1
206481_s_at,4.32E-11,4.65E-12,7.496188,16.66157,3.3724301,LDB2,LIM domain binding 2
219673_at,4.34E-11,4.67E-12,-7.495348,16.65694,-1.7672961,MCM9,minichromosome maintenance 9 homologous recombination repair factor
202205_at,4.36E-11,4.69E-12,-7.494764,16.65372,-1.4878256,VASP,vasodilator-stimulated phosphoprotein
226963_at,4.36E-11,4.69E-12,-7.494622,16.65294,-1.5471925,BTF3L4,basic transcription factor 3 like 4
222579_at,4.36E-11,4.69E-12,-7.494601,16.65282,-1.7109545,UBA5,ubiquitin like modifier activating enzyme 5
203267_s_at,4.37E-11,4.71E-12,-7.493947,16.64922,-1.8330936,DRG2,developmentally regulated GTP binding protein 2
208490_x_at,4.43E-11,4.77E-12,-7.491542,16.63596,-3.135939,HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG,"histone cluster 1, H2bc///histone cluster 1, H2bi///histone cluster 1, H2be///histone cluster 1, H2bf///histone cluster 1, H2bg"
208809_s_at,4.43E-11,4.78E-12,-7.491358,16.63494,-0.9783036,C6orf62,chromosome 6 open reading frame 62
217725_x_at,4.46E-11,4.81E-12,-7.490256,16.62887,-1.7125224,SERBP1,SERPINE1 mRNA binding protein 1
206477_s_at,4.50E-11,4.86E-12,7.488396,16.61861,0.5668612,NOVA2,NOVA alternative splicing regulator 2
202300_at,4.52E-11,4.87E-12,-7.487772,16.61518,-1.1046993,LAMTOR5,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5"
218640_s_at,4.62E-11,4.98E-12,-7.483802,16.5933,-2.7078067,PLEKHF2,pleckstrin homology and FYVE domain containing 2
225039_at,4.64E-11,5.00E-12,-7.483,16.58887,-1.3741294,RPE,ribulose-5-phosphate-3-epimerase
218448_at,4.64E-11,5.01E-12,-7.482785,16.58769,-1.4986144,GID8,GID complex subunit 8 homolog
238066_at,4.69E-11,5.06E-12,7.480935,16.5775,5.0465026,RBP7,retinol binding protein 7
234282_at,4.74E-11,5.12E-12,7.478867,16.5661,1.4180476,,
209465_x_at,4.79E-11,5.17E-12,7.477209,16.55697,4.0046217,PTN,pleiotrophin
240692_at,4.80E-11,5.19E-12,7.476611,16.55368,0.4287024,MGC34796,"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) pseudogene"
206928_at,4.85E-11,5.24E-12,-7.474678,16.54303,-2.6366898,ZNF124,zinc finger protein 124
212076_at,4.88E-11,5.28E-12,-7.473552,16.53683,-1.8256153,KMT2A,lysine methyltransferase 2A
224184_s_at,4.89E-11,5.28E-12,7.473305,16.53547,2.6896078,BOC,"BOC cell adhesion associated, oncogene regulated"
208627_s_at,4.89E-11,5.29E-12,-7.473208,16.53494,-2.2987537,YBX1,Y-box binding protein 1
200087_s_at,4.93E-11,5.34E-12,-7.471551,16.52581,-0.8304238,TMED2,transmembrane p24 trafficking protein 2
220368_s_at,4.95E-11,5.35E-12,-7.470943,16.52246,-1.5120368,PPP4R3A,protein phosphatase 4 regulatory subunit 3A
204244_s_at,5.00E-11,5.41E-12,-7.469049,16.51204,-2.7900395,DBF4,DBF4 zinc finger
222654_at,5.05E-11,5.47E-12,-7.466963,16.50055,-2.0334203,IMPAD1,inositol monophosphatase domain containing 1
222406_s_at,5.09E-11,5.51E-12,-7.465659,16.49337,-2.1942679,PNRC2,proline rich nuclear receptor coactivator 2
236266_at,5.10E-11,5.53E-12,7.465287,16.49133,1.4930734,RORA,RAR related orphan receptor A
217055_x_at,5.11E-11,5.54E-12,7.464987,16.48968,0.5021874,SLC1A2,solute carrier family 1 member 2
219978_s_at,5.15E-11,5.58E-12,-7.463537,16.4817,-4.5050694,NUSAP1,nucleolar and spindle associated protein 1
219011_at,5.15E-11,5.58E-12,7.463463,16.48129,1.5471112,PLEKHA4,pleckstrin homology domain containing A4
221573_at,5.16E-11,5.60E-12,-7.46302,16.47885,-1.9032359,C7orf25///PSMA2,chromosome 7 open reading frame 25///proteasome subunit alpha 2
209006_s_at,5.21E-11,5.66E-12,-7.461033,16.46792,-2.7344447,RSRP1,arginine and serine rich protein 1
211058_x_at,5.22E-11,5.67E-12,-7.460617,16.46563,-0.8875755,TUBA1B,tubulin alpha 1b
1560754_at,5.22E-11,5.67E-12,7.460609,16.46558,2.0471228,CMTM7,CKLF like MARVEL transmembrane domain containing 7
223754_at,5.27E-11,5.73E-12,7.458896,16.45616,1.3044691,C2orf88,chromosome 2 open reading frame 88
202483_s_at,5.31E-11,5.77E-12,-7.457663,16.44938,-2.01546,RANBP1,RAN binding protein 1
212907_at,5.31E-11,5.77E-12,-7.457604,16.44905,-1.4363354,SLC30A1,solute carrier family 30 member 1
205552_s_at,5.31E-11,5.77E-12,-7.457474,16.44833,-4.1584832,OAS1,2'-5'-oligoadenylate synthetase 1
204303_s_at,5.34E-11,5.81E-12,7.456292,16.44183,2.3386303,CTIF,cap binding complex dependent translation initiation factor
209979_at,5.34E-11,5.81E-12,7.456227,16.44148,0.5740964,ADARB1,"adenosine deaminase, RNA specific B1"
200918_s_at,5.39E-11,5.87E-12,-7.454422,16.43154,-1.2566951,SRPRA,SRP receptor alpha subunit
200644_at,5.40E-11,5.88E-12,-7.454094,16.42974,-2.0359316,MARCKSL1,MARCKS like 1
236679_x_at,5.49E-11,5.98E-12,7.451038,16.41294,1.534244,,
211379_x_at,5.51E-11,6.00E-12,-7.450604,16.41055,-2.7710754,B3GALNT1,"beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)"
215921_at,5.51E-11,6.00E-12,-7.450459,16.40975,-2.7966321,NPIPA5///NPIPB6///NPIPB8///NPIPB3,nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B8///nuclear pore complex interacting protein family member B3
1568618_a_at,5.52E-11,6.02E-12,-7.449922,16.4068,-1.5827384,GALNT1,polypeptide N-acetylgalactosaminyltransferase 1
204654_s_at,5.53E-11,6.03E-12,-7.449669,16.40541,-2.8733068,TFAP2A,transcription factor AP-2 alpha
1560622_at,5.54E-11,6.04E-12,-7.449386,16.40385,-1.958942,,
219413_at,5.58E-11,6.09E-12,7.44782,16.39524,0.7114583,ACBD4,acyl-CoA binding domain containing 4
217719_at,5.61E-11,6.13E-12,7.446832,16.38981,1.1762181,EIF3L,eukaryotic translation initiation factor 3 subunit L
212789_at,5.65E-11,6.17E-12,-7.4457,16.38359,-1.6657939,NCAPD3,non-SMC condensin II complex subunit D3
1556608_a_at,5.68E-11,6.21E-12,7.444488,16.37692,0.8878317,EHD4,EH domain containing 4
244889_at,5.69E-11,6.21E-12,7.444268,16.37572,0.970796,LOC400499///LOC388210,vitellogenin///uncharacterized LOC388210
212709_at,5.69E-11,6.22E-12,-7.444205,16.37537,-1.5042816,NUP160,nucleoporin 160
227594_at,5.72E-11,6.25E-12,-7.443143,16.36953,-1.5661856,ZMYM6,zinc finger MYM-type containing 6
201221_s_at,5.76E-11,6.30E-12,7.441871,16.36254,1.419128,SNRNP70,small nuclear ribonucleoprotein U1 subunit 70
209150_s_at,5.83E-11,6.37E-12,-7.439766,16.35097,-1.6261513,IPO4///TM9SF1,importin 4///transmembrane 9 superfamily member 1
1563431_x_at,5.90E-11,6.45E-12,7.43748,16.33841,1.0627927,,
208980_s_at,5.91E-11,6.47E-12,-7.437199,16.33687,-0.750145,UBC,ubiquitin C
212717_at,5.92E-11,6.48E-12,7.436859,16.335,1.0697509,PLEKHM1,pleckstrin homology and RUN domain containing M1
211499_s_at,5.97E-11,6.54E-12,7.435116,16.32542,1.1596804,MAPK11,mitogen-activated protein kinase 11
229036_at,6.03E-11,6.61E-12,7.433179,16.31478,1.2500632,TNRC6B,trinucleotide repeat containing 6B
202420_s_at,6.11E-11,6.70E-12,-7.430856,16.30203,-0.7928834,DHX9,DEAH-box helicase 9
