ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
7895739,1.40E-01,4.41E-02,-2.0509776,-4.5291177,-1.40089234,,
7915227,1.40E-01,4.41E-02,2.0508103,-4.5294389,0.30249297,SNORA55,"small nucleolar RNA, H/ACA box 55"
8094774,1.40E-01,4.41E-02,2.0507832,-4.529491,0.23003094,,
8031939,1.40E-01,4.41E-02,-2.0506977,-4.5296551,-0.27193516,ZNF584,zinc finger protein 584
7990080,1.40E-01,4.41E-02,2.0504206,-4.530187,0.350465,LARP6,La ribonucleoprotein domain family member 6
8073334,1.40E-01,4.42E-02,-2.0500751,-4.5308503,-0.40255844,RBX1,ring-box 1
8169441,1.40E-01,4.42E-02,2.0499923,-4.5310091,0.29587828,,
7939940,1.41E-01,4.42E-02,2.0497369,-4.5314993,0.23389906,OR5D13,olfactory receptor family 5 subfamily D member 13 (gene/pseudogene)
8151909,1.41E-01,4.42E-02,-2.049663,-4.5316411,-0.68452781,UQCRB,ubiquinol-cytochrome c reductase binding protein
8078262,1.41E-01,4.42E-02,-2.0494408,-4.5320676,-0.33780453,UBE2E1,ubiquitin conjugating enzyme E2 E1
8036591,1.41E-01,4.42E-02,2.0493616,-4.5322196,0.24416656,LGALS4,galectin 4
7976189,1.41E-01,4.43E-02,-2.0490759,-4.5327676,-0.36633359,PSMC1,"proteasome 26S subunit, ATPase 1"
8111214,1.41E-01,4.43E-02,2.0490408,-4.532835,0.21821562,,
8136115,1.41E-01,4.43E-02,-2.0488898,-4.5331247,-0.51256266,STRIP2,striatin interacting protein 2
8099551,1.41E-01,4.43E-02,2.0486066,-4.533668,0.30156469,FAM184B,family with sequence similarity 184 member B
7940851,1.41E-01,4.43E-02,2.0485725,-4.5337334,0.20929094,FLRT1,fibronectin leucine rich transmembrane protein 1
7956038,1.41E-01,4.43E-02,2.0485487,-4.5337791,0.29372016,TMEM198B///TMEM198B,transmembrane protein 198B (pseudogene)///transmembrane protein 198B (pseudogene)
8025103,1.41E-01,4.43E-02,-2.0485455,-4.5337853,-0.27258062,ADGRE1,adhesion G protein-coupled receptor E1
7944195,1.41E-01,4.43E-02,-2.048473,-4.5339242,-0.33736125,UBE4A,ubiquitination factor E4A
7892766,1.41E-01,4.43E-02,-2.0484383,-4.5339907,-0.46042688,,
8161739,1.41E-01,4.43E-02,2.0484329,-4.5340012,0.27502328,C9orf57,chromosome 9 open reading frame 57
7970806,1.41E-01,4.44E-02,2.0480821,-4.5346739,0.19333828,MTUS2-AS1,MTUS2 antisense RNA 1
7896195,1.41E-01,4.44E-02,-2.0480074,-4.5348173,-0.41290422,,
8106122,1.41E-01,4.44E-02,-2.0479125,-4.5349991,-0.28554906,TNPO1,transportin 1
8136446,1.41E-01,4.44E-02,2.0478844,-4.5350531,0.48939547,,
8073457,1.41E-01,4.44E-02,-2.0478303,-4.5351568,-0.28378531,XRCC6,X-ray repair cross complementing 6
8050813,1.41E-01,4.44E-02,-2.0478247,-4.5351676,-0.21586672,DNMT3A,DNA methyltransferase 3 alpha
7957790,1.41E-01,4.44E-02,2.0477469,-4.5353168,0.38945359,FAM71C,family with sequence similarity 71 member C
8163185,1.41E-01,4.44E-02,-2.047648,-4.5355064,-0.49718094,TXN,thioredoxin
7988400,1.41E-01,4.44E-02,2.0475778,-4.5356409,0.21526891,SHF,Src homology 2 domain containing F
7949592,1.41E-01,4.44E-02,2.0475401,-4.5357132,0.17540906,RIN1,Ras and Rab interactor 1
7901613,1.41E-01,4.45E-02,2.0470317,-4.536688,0.21905313,ACOT11,acyl-CoA thioesterase 11
8062237,1.41E-01,4.45E-02,2.0469947,-4.5367588,0.24078938,CNBD2,cyclic nucleotide binding domain containing 2
8163795,1.41E-01,4.45E-02,-2.0467508,-4.5372263,-0.52394156,PSMD5,"proteasome 26S subunit, non-ATPase 5"
8058591,1.41E-01,4.45E-02,2.0467177,-4.5372897,0.81943469,ACADL,"acyl-CoA dehydrogenase, long chain"
7894908,1.41E-01,4.45E-02,-2.0467094,-4.5373057,-0.23121562,,
8048116,1.41E-01,4.45E-02,2.0466522,-4.5374154,0.28820141,,
7904340,1.41E-01,4.45E-02,-2.0465598,-4.5375923,-0.41023437,MAN1A2,mannosidase alpha class 1A member 2
7973214,1.41E-01,4.45E-02,-2.0464819,-4.5377417,-0.28892,TOX4,TOX high mobility group box family member 4
8107722,1.41E-01,4.45E-02,2.0463755,-4.5379456,0.69760016,MEGF10,multiple EGF like domains 10
8041273,1.41E-01,4.46E-02,-2.0456508,-4.5393342,-0.28726547,YIPF4,Yip1 domain family member 4
8102860,1.41E-01,4.46E-02,-2.0455273,-4.5395708,-0.3261625,H3F3AP4///H3F3A,"H3 histone, family 3A, pseudogene 4///H3 histone, family 3A"
8086810,1.41E-01,4.46E-02,-2.0454864,-4.539649,-0.30224578,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1"
7905881,1.42E-01,4.47E-02,-2.0451462,-4.5403008,-0.35294766,ADAM15,ADAM metallopeptidase domain 15
8018982,1.42E-01,4.47E-02,-2.0451445,-4.540304,-0.38138766,CANT1,calcium activated nucleotidase 1
8041867,1.42E-01,4.47E-02,-2.045126,-4.5403393,-0.53407922,MSH2,mutS homolog 2
8095504,1.42E-01,4.47E-02,2.0449463,-4.5406835,0.31357234,MUC7,"mucin 7, secreted"
7905233,1.42E-01,4.47E-02,2.0447602,-4.54104,0.19814484,ADAMTSL4,ADAMTS like 4
7970301,1.42E-01,4.47E-02,-2.0446274,-4.5412942,-0.41364516,TMCO3,transmembrane and coiled-coil domains 3
8045919,1.42E-01,4.47E-02,2.0445936,-4.541359,0.33893984,7-Mar,membrane associated ring-CH-type finger 7
8172158,1.42E-01,4.47E-02,-2.0445215,-4.541497,-0.49105672,CASK,calcium/calmodulin dependent serine protein kinase
7953284,1.42E-01,4.47E-02,2.044471,-4.5415938,0.31021781,NTF3,neurotrophin 3
7996715,1.42E-01,4.47E-02,2.0443856,-4.5417572,0.20267328,NRN1L,neuritin 1 like
7946516,1.42E-01,4.47E-02,2.0443348,-4.5418546,0.44067031,SBF2,SET binding factor 2
8088956,1.42E-01,4.47E-02,2.0443192,-4.5418844,0.30646,,
8035737,1.42E-01,4.47E-02,-2.0442412,-4.5420338,-0.27634641,ATP13A1,ATPase 13A1
8038515,1.42E-01,4.48E-02,-2.0441124,-4.5422804,-0.32408891,VRK3,vaccinia related kinase 3
7900119,1.42E-01,4.48E-02,-2.0439145,-4.5426591,-0.27973844,THRAP3,thyroid hormone receptor associated protein 3
8098571,1.42E-01,4.48E-02,-2.0438972,-4.5426923,-0.18830703,HELT,helt bHLH transcription factor
8031778,1.42E-01,4.48E-02,-2.0438269,-4.5428269,-0.18374562,ZNF530,zinc finger protein 530
7893601,1.42E-01,4.48E-02,2.0437896,-4.5428983,0.41004578,,
8065009,1.42E-01,4.48E-02,2.0435918,-4.5432769,0.21893031,,
8180233,1.42E-01,4.48E-02,2.0433406,-4.5437577,0.24703844,,
8084742,1.42E-01,4.48E-02,2.043303,-4.5438295,0.41087313,LPP,LIM domain containing preferred translocation partner in lipoma
7901247,1.42E-01,4.48E-02,2.0432963,-4.5438425,0.20914641,DMBX1,diencephalon/mesencephalon homeobox 1
7965226,1.42E-01,4.48E-02,2.043292,-4.5438506,0.64555969,RASSF9,Ras association domain family member 9
7953651,1.42E-01,4.49E-02,-2.0430626,-4.5442897,-0.31687078,PEX5,peroxisomal biogenesis factor 5
8096682,1.42E-01,4.49E-02,2.0428445,-4.544707,1.55570047,ARHGEF38,Rho guanine nucleotide exchange factor 38
7901443,1.42E-01,4.49E-02,2.0427843,-4.5448221,0.24721734,,
8072798,1.42E-01,4.49E-02,-2.0427257,-4.5449343,-0.36791359,CYTH4,cytohesin 4
8053949,1.42E-01,4.49E-02,2.0426783,-4.545025,0.30125203,KANSL3,KAT8 regulatory NSL complex subunit 3
8054796,1.42E-01,4.49E-02,2.0423737,-4.5456078,0.20752422,,
8009533,1.42E-01,4.49E-02,-2.042358,-4.5456377,-0.31871156,COG1,component of oligomeric golgi complex 1
8074916,1.42E-01,4.49E-02,2.0423245,-4.5457019,0.33772437,DRICH1,aspartate rich 1
8124967,1.42E-01,4.50E-02,-2.0421098,-4.5461125,-0.27017703,BAG6,BCL2 associated athanogene 6
8154529,1.42E-01,4.50E-02,-2.0419992,-4.5463242,-0.41374594,,
7937940,1.42E-01,4.50E-02,-2.0415809,-4.5471241,-0.52353812,OR52K3P,olfactory receptor family 52 subfamily K member 3 pseudogene
7903030,1.42E-01,4.50E-02,-2.0414035,-4.5474634,-0.19271125,,
8172538,1.42E-01,4.50E-02,-2.0413557,-4.5475547,-0.27803359,WDR45,WD repeat domain 45
7991735,1.42E-01,4.51E-02,-2.041266,-4.5477262,-0.45600187,SNRNP25,small nuclear ribonucleoprotein U11/U12 subunit 25
7913976,1.42E-01,4.51E-02,2.0412266,-4.5478017,0.27605984,,
7968883,1.42E-01,4.51E-02,-2.0411997,-4.5478531,-0.52478828,LACC1,laccase domain containing 1
7986520,1.42E-01,4.51E-02,2.0409838,-4.5482658,0.38172063,DNM1P46///DNM1P46,dynamin 1 pseudogene 46///dynamin 1 pseudogene 46
7992897,1.42E-01,4.51E-02,-2.0409765,-4.5482798,-0.35791031,ZNF174,zinc finger protein 174
7901187,1.42E-01,4.51E-02,2.0407851,-4.5486458,0.16879031,LURAP1,leucine rich adaptor protein 1
8088893,1.42E-01,4.51E-02,2.0405352,-4.5491235,0.33049047,,
8170531,1.43E-01,4.52E-02,2.0402783,-4.5496145,0.27130656,MAGEA4,MAGE family member A4
8140500,1.43E-01,4.52E-02,-2.0402606,-4.5496483,-0.35477531,TMEM60,transmembrane protein 60
8036602,1.43E-01,4.52E-02,-2.039991,-4.5501635,-0.64003578,ECH1,enoyl-CoA hydratase 1
8072314,1.43E-01,4.52E-02,2.0396734,-4.5507705,0.20940344,MGC20647,uncharacterized protein MGC20647
7892844,1.43E-01,4.53E-02,2.0391997,-4.5516754,0.76632656,,
7925939,1.43E-01,4.53E-02,2.0391235,-4.5518211,0.32784781,AKR1C4,"aldo-keto reductase family 1, member C4"
8053458,1.43E-01,4.53E-02,2.0390107,-4.5520366,0.19449047,C2orf68,chromosome 2 open reading frame 68
7948326,1.43E-01,4.53E-02,2.0389249,-4.5522004,0.2666925,OR5B2,olfactory receptor family 5 subfamily B member 2
7895257,1.43E-01,4.53E-02,2.038813,-4.5524141,0.63440703,,
8092957,1.43E-01,4.53E-02,2.0386383,-4.5527479,0.45275719,,
7984124,1.43E-01,4.53E-02,2.038566,-4.552886,0.44423359,APH1B,"aph-1 homolog B, gamma-secretase subunit"
8106816,1.43E-01,4.53E-02,2.0384371,-4.5531322,0.26900219,,
8118915,1.43E-01,4.54E-02,2.0381839,-4.5536157,0.23510375,ZNF76,zinc finger protein 76
7981387,1.43E-01,4.54E-02,-2.0379436,-4.5540746,-0.44790672,CDC42BPB,CDC42 binding protein kinase beta
8038416,1.43E-01,4.54E-02,2.037905,-4.5541483,0.17979953,IRF3,interferon regulatory factor 3
7935320,1.43E-01,4.54E-02,-2.0378796,-4.5541967,-0.26134687,TM9SF3,transmembrane 9 superfamily member 3
7980390,1.43E-01,4.54E-02,2.0375878,-4.5547539,0.43922438,NOXRED1,NADP dependent oxidoreductase domain containing 1
8131098,1.43E-01,4.54E-02,2.0374147,-4.5550843,0.18354906,LOC100127955,uncharacterized LOC100127955
8154848,1.43E-01,4.54E-02,2.0373872,-4.5551366,0.24341969,PRSS3,"protease, serine 3"
8153067,1.43E-01,4.55E-02,2.0373749,-4.5551601,0.27310625,MIR30D,microRNA 30d
8137582,1.43E-01,4.55E-02,2.0373436,-4.5552199,0.36082453,,
7896140,1.43E-01,4.55E-02,2.0373303,-4.5552454,0.37550625,,
8081105,1.43E-01,4.55E-02,2.0370282,-4.5558219,0.19777359,,
7931824,1.43E-01,4.55E-02,2.0370145,-4.5558481,0.37407313,AKR1C6P,"aldo-keto reductase family 1 member C6, pseudogene"
7895757,1.43E-01,4.55E-02,2.0369477,-4.5559756,0.42597078,,
8074642,1.43E-01,4.55E-02,2.0368955,-4.5560752,0.26927594,,
7895890,1.43E-01,4.55E-02,-2.0365691,-4.5566982,-0.37845813,,
8113214,1.43E-01,4.56E-02,-2.0362054,-4.5573921,-0.72980875,GLRX,glutaredoxin
7894607,1.44E-01,4.56E-02,2.0360244,-4.5577374,0.50979766,,
7963359,1.44E-01,4.56E-02,2.036009,-4.5577667,0.21369344,KRT83,keratin 83
7893418,1.44E-01,4.56E-02,2.0357687,-4.5582253,0.29122391,,
8150881,1.44E-01,4.56E-02,2.0357481,-4.5582646,0.45468109,PLAG1,PLAG1 zinc finger
8100760,1.44E-01,4.56E-02,2.035726,-4.5583067,0.32490687,UGT2A3,UDP glucuronosyltransferase family 2 member A3
8163916,1.44E-01,4.56E-02,2.0356229,-4.5585033,0.14945172,TTLL11,tubulin tyrosine ligase like 11
7955358,1.44E-01,4.57E-02,-2.0353237,-4.5590739,-0.42733453,COX14,"COX14, cytochrome c oxidase assembly factor"
8025450,1.44E-01,4.57E-02,2.0351827,-4.5593428,0.24356062,OR2Z1,olfactory receptor family 2 subfamily Z member 1
7895165,1.44E-01,4.57E-02,2.0351805,-4.5593471,0.36167188,,
8086048,1.44E-01,4.57E-02,-2.0347686,-4.5601326,-0.20246594,TMPPE,transmembrane protein with metallophosphoesterase domain
7948476,1.44E-01,4.58E-02,-2.0340473,-4.5615076,-0.43448516,PRPF19,pre-mRNA processing factor 19
8048468,1.44E-01,4.58E-02,-2.0335854,-4.5623879,-0.21141187,FAM134A///FAM134A,family with sequence similarity 134 member A///family with sequence similarity 134 member A
8068363,1.44E-01,4.59E-02,2.0334271,-4.5626897,0.34215484,LINC00310,long intergenic non-protein coding RNA 310
7979031,1.44E-01,4.59E-02,2.0332595,-4.5630089,0.41925125,,
8155537,1.44E-01,4.59E-02,2.0332348,-4.563056,0.23024391,,
7945275,1.44E-01,4.59E-02,-2.0331232,-4.5632687,-0.28442141,VPS26B,"VPS26, retromer complex component B"
7969390,1.44E-01,4.59E-02,2.0330234,-4.5634589,0.44744891,PIBF1,progesterone immunomodulatory binding factor 1
8046169,1.44E-01,4.59E-02,2.0328948,-4.563704,0.37755031,PPIG,peptidylprolyl isomerase G
7918275,1.44E-01,4.59E-02,-2.0325811,-4.5643015,-0.50474047,WDR47,WD repeat domain 47
7894831,1.44E-01,4.59E-02,2.0325573,-4.5643468,0.79053156,,
7898161,1.44E-01,4.60E-02,-2.0324721,-4.5645092,-0.28236219,EFHD2,EF-hand domain family member D2
8022767,1.44E-01,4.60E-02,-2.0323612,-4.5647204,-0.3364225,TRAPPC8,trafficking protein particle complex 8
7895285,1.44E-01,4.60E-02,2.032348,-4.5647454,0.66203297,,
7906742,1.44E-01,4.60E-02,2.0322196,-4.5649901,0.38206172,PCP4L1,Purkinje cell protein 4 like 1
7892670,1.44E-01,4.60E-02,-2.0322073,-4.5650136,-0.41270469,,
8063873,1.44E-01,4.60E-02,-2.0320012,-4.5654061,-0.47241562,OSBPL2,oxysterol binding protein like 2
7896199,1.45E-01,4.60E-02,2.031814,-4.5657626,0.50955641,,
8073544,1.45E-01,4.61E-02,2.0314257,-4.5665019,0.32147984,MIR33A,microRNA 33a
7976846,1.45E-01,4.61E-02,2.0313771,-4.5665943,0.21230625,MIR485,microRNA 485
7958147,1.45E-01,4.61E-02,-2.0311876,-4.5669552,-0.35110563,TDG,thymine DNA glycosylase
8059854,1.45E-01,4.61E-02,-2.0311672,-4.5669941,-0.53530609,ARL4C,ADP ribosylation factor like GTPase 4C
7928058,1.45E-01,4.61E-02,2.030709,-4.5678663,0.28197063,,
8100227,1.45E-01,4.62E-02,2.030417,-4.5684219,0.38040219,,
8082086,1.45E-01,4.62E-02,-2.0303136,-4.5686188,-0.70114766,PARP15,poly(ADP-ribose) polymerase family member 15
8117286,1.45E-01,4.62E-02,2.0302614,-4.568718,0.65530047,,
8105577,1.45E-01,4.62E-02,2.0302585,-4.5687236,0.56288328,,
7900336,1.45E-01,4.62E-02,2.0302574,-4.5687257,0.40615969,,
8076813,1.45E-01,4.62E-02,2.0300638,-4.5690941,0.20876297,TBC1D22A-AS1,TBC1D22A antisense RNA 1
7972289,1.45E-01,4.62E-02,2.0299834,-4.569247,0.288495,,
7893547,1.45E-01,4.62E-02,-2.0297381,-4.5697139,-0.17114531,,
7928367,1.45E-01,4.63E-02,2.0296046,-4.5699677,0.56419984,,
7968234,1.45E-01,4.63E-02,2.0294054,-4.5703467,0.54378734,SNORA27,"small nucleolar RNA, H/ACA box 27"
7894245,1.45E-01,4.63E-02,2.029123,-4.5708839,0.64801125,,
8121569,1.45E-01,4.63E-02,2.0289442,-4.571224,0.52535062,FLJ34503,uncharacterized FLJ34503
8145005,1.45E-01,4.63E-02,2.0288616,-4.5713811,0.22198297,DMTN,dematin actin binding protein
7894415,1.45E-01,4.63E-02,-2.028764,-4.5715667,-0.94239062,,
8151430,1.45E-01,4.64E-02,2.0286367,-4.5718088,0.32088891,,
8095697,1.45E-01,4.64E-02,2.0284411,-4.5721808,0.40498141,CXCL1,C-X-C motif chemokine ligand 1
7945997,1.45E-01,4.64E-02,2.0280326,-4.5729575,0.21806437,,
7990361,1.45E-01,4.64E-02,-2.0279539,-4.573107,-0.23983484,UBL7,ubiquitin like 7
7894280,1.45E-01,4.64E-02,2.0279519,-4.5731108,1.05754125,,
7981781,1.46E-01,4.65E-02,2.0276152,-4.5737508,0.44392891,OR4M2,olfactory receptor family 4 subfamily M member 2
7955464,1.46E-01,4.65E-02,-2.0276135,-4.5737541,-0.38455141,DAZAP2,DAZ associated protein 2
8075956,1.46E-01,4.65E-02,2.0273888,-4.5741811,0.35748469,LGALS2,galectin 2
8132118,1.46E-01,4.66E-02,2.0263868,-4.5760852,0.4054575,AQP1///AQP1,aquaporin 1 (Colton blood group)///aquaporin 1 (Colton blood group)
7966293,1.46E-01,4.66E-02,2.0263298,-4.5761934,0.24110422,C12orf76,chromosome 12 open reading frame 76
7955702,1.46E-01,4.66E-02,2.026018,-4.5767858,0.187085,SOAT2,sterol O-acyltransferase 2
7893459,1.46E-01,4.66E-02,-2.026009,-4.5768029,-0.80434484,,
7898371,1.46E-01,4.67E-02,2.0257491,-4.5772965,0.25118328,FAM231A///LOC388692,family with sequence similarity 231 member A///uncharacterized LOC388692
7912861,1.46E-01,4.67E-02,2.0257491,-4.5772965,0.25118328,FAM231A///LOC388692,family with sequence similarity 231 member A///uncharacterized LOC388692
8146324,1.46E-01,4.67E-02,2.0256804,-4.577427,0.20292344,,
7894562,1.46E-01,4.67E-02,-2.0250157,-4.5786891,-0.75430219,,
8176155,1.46E-01,4.67E-02,2.0249983,-4.5787221,0.39605266,FAM223A///FAM223B,family with sequence similarity 223 member A (non-protein coding)///family with sequence similarity 223 member B (non-protein coding)
7932548,1.46E-01,4.68E-02,2.0248154,-4.5790695,0.44116484,,
8043129,1.46E-01,4.68E-02,2.0247636,-4.5791678,0.63722031,,
7896167,1.46E-01,4.68E-02,-2.0245618,-4.5795508,-0.49833953,,
8134122,1.46E-01,4.68E-02,2.0245306,-4.57961,0.48941891,AKAP9,A-kinase anchoring protein 9
7985001,1.46E-01,4.68E-02,2.0242927,-4.5800617,0.2640075,NEIL1,nei like DNA glycosylase 1
7904879,1.46E-01,4.68E-02,2.0241828,-4.5802703,0.25443844,,
7910897,1.47E-01,4.69E-02,2.0238979,-4.5808109,0.23088313,,
7981217,1.47E-01,4.69E-02,2.0234909,-4.5815832,0.38972656,ATG2B,autophagy related 2B
8107194,1.47E-01,4.69E-02,-2.0233726,-4.5818078,-0.81602,C5orf30,chromosome 5 open reading frame 30
8106473,1.47E-01,4.69E-02,2.0233564,-4.5818384,0.24471234,,
7893785,1.47E-01,4.70E-02,2.022931,-4.5826455,0.25432969,,
8166571,1.47E-01,4.70E-02,2.0228711,-4.5827591,0.200225,MAGEB6,MAGE family member B6
7893541,1.47E-01,4.70E-02,-2.0228361,-4.5828254,-0.51221859,,
8028851,1.47E-01,4.70E-02,-2.0227551,-4.5829791,-0.20535344,SHKBP1,SH3KBP1 binding protein 1
8110618,1.47E-01,4.70E-02,-2.0226411,-4.5831954,-0.53643797,ARPP19,cAMP regulated phosphoprotein 19
8118086,1.47E-01,4.70E-02,-2.0224738,-4.5835127,-0.36233828,TCF19,transcription factor 19
8177947,1.47E-01,4.70E-02,-2.0224738,-4.5835127,-0.36233828,TCF19,transcription factor 19
8116818,1.47E-01,4.70E-02,-2.0222346,-4.5839663,-0.39621297,BMP6///BMP6,bone morphogenetic protein 6///bone morphogenetic protein 6
8023575,1.47E-01,4.70E-02,2.0222291,-4.5839766,0.25110031,CCBE1,collagen and calcium binding EGF domains 1
8135587,1.47E-01,4.70E-02,2.0221117,-4.5841994,0.58963,CAV2///LOC105375463///CAV2,caveolin 2///uncharacterized LOC105375463///caveolin 2
8058912,1.47E-01,4.71E-02,2.0218625,-4.5846719,0.35177,,
7920185,1.47E-01,4.71E-02,2.0217494,-4.5848863,0.20589094,LCE3D,late cornified envelope 3D
8121895,1.47E-01,4.71E-02,2.0217312,-4.5849208,0.55033422,TRMT11,tRNA methyltransferase 11 homolog
7895802,1.47E-01,4.71E-02,2.0217036,-4.5849731,0.33775703,,
8158269,1.47E-01,4.71E-02,-2.0213312,-4.5856791,-0.36485781,ODF2,outer dense fiber of sperm tails 2
7991837,1.47E-01,4.71E-02,-2.0211891,-4.5859484,-0.39560359,NME4,NME/NM23 nucleoside diphosphate kinase 4
7993622,1.47E-01,4.71E-02,-2.0211822,-4.5859616,-0.24601062,ITPRIPL2,"inositol 1,4,5-trisphosphate receptor interacting protein like 2"
8067901,1.47E-01,4.72E-02,2.0210063,-4.5862948,0.19461375,,
8095139,1.47E-01,4.72E-02,-2.0209874,-4.5863308,-0.70349844,SRD5A3,steroid 5 alpha-reductase 3
7974117,1.47E-01,4.72E-02,2.0208878,-4.5865195,0.33633547,C14orf28,chromosome 14 open reading frame 28
8124537,1.47E-01,4.72E-02,-2.0207822,-4.5867196,-0.44865875,HIST1H3J,"histone cluster 1, H3j"
8045381,1.47E-01,4.72E-02,2.0207334,-4.586812,0.28763375,CCNT2,cyclin T2
8028186,1.47E-01,4.72E-02,-2.020638,-4.5869929,-0.44846094,ZNF146,zinc finger protein 146
8158783,1.47E-01,4.72E-02,-2.0203091,-4.5876161,-0.268005,NUP214,nucleoporin 214
7969776,1.47E-01,4.72E-02,-2.0202586,-4.5877118,-0.21167031,UBAC2,UBA domain containing 2
8091648,1.47E-01,4.73E-02,-2.0201588,-4.5879008,-0.33295266,SSR3,signal sequence receptor subunit 3
8106626,1.48E-01,4.73E-02,-2.0197296,-4.5887139,-0.54453375,FAM151B,family with sequence similarity 151 member B
8079368,1.48E-01,4.73E-02,2.0194621,-4.5892206,0.44404922,,
8172244,1.48E-01,4.73E-02,-2.0193929,-4.5893518,-0.34758266,FUNDC1,FUN14 domain containing 1
7926543,1.48E-01,4.73E-02,2.0193657,-4.5894032,1.03206281,,
8118367,1.48E-01,4.74E-02,-2.0192232,-4.5896731,-0.24873547,SKIV2L,Ski2 like RNA helicase
8178136,1.48E-01,4.74E-02,-2.0192232,-4.5896731,-0.24873547,SKIV2L,Ski2 like RNA helicase
8156905,1.48E-01,4.74E-02,-2.0190641,-4.5899744,-0.83299516,MSANTD3-TMEFF1///TMEFF1,MSANTD3-TMEFF1 readthrough///transmembrane protein with EGF like and two follistatin like domains 1
8077899,1.48E-01,4.74E-02,2.0186874,-4.5906877,0.69197234,PPARG,peroxisome proliferator activated receptor gamma
7894435,1.48E-01,4.74E-02,-2.0184644,-4.5911098,-0.28816719,,
7943124,1.48E-01,4.74E-02,2.01837,-4.5912887,0.23779,,
8130582,1.48E-01,4.75E-02,2.0182874,-4.591445,0.20519391,SLC22A2,solute carrier family 22 member 2
7941863,1.48E-01,4.75E-02,2.0180776,-4.5918422,0.19606063,,
7911339,1.48E-01,4.75E-02,2.0178812,-4.5922139,0.787265,,
8165698,1.48E-01,4.75E-02,2.0178812,-4.5922139,0.787265,,
8095356,1.48E-01,4.75E-02,2.0175195,-4.5928985,0.88564609,,
7927812,1.48E-01,4.76E-02,2.0170661,-4.5937563,0.69975578,,
7948574,1.48E-01,4.76E-02,-2.0168375,-4.5941888,-0.28404,CPSF7,cleavage and polyadenylation specific factor 7
8165858,1.48E-01,4.76E-02,2.0166754,-4.5944955,0.27001391,,
8178074,1.48E-01,4.77E-02,2.0162426,-4.5953142,0.20827062,C6orf25,chromosome 6 open reading frame 25
7932885,1.48E-01,4.77E-02,2.0161427,-4.595503,0.41603219,ARHGAP12,Rho GTPase activating protein 12
7987145,1.48E-01,4.77E-02,2.0160278,-4.5957203,0.67159562,FMN1,formin 1
7895196,1.49E-01,4.77E-02,2.0158666,-4.5960252,0.17542406,,
8006569,1.49E-01,4.77E-02,2.0157458,-4.5962536,0.18554469,C17orf50,chromosome 17 open reading frame 50
8110882,1.49E-01,4.77E-02,2.0157298,-4.5962839,0.30765969,FLJ33360,FLJ33360 protein
7987163,1.49E-01,4.77E-02,-2.0157023,-4.5963358,-0.47695312,FMN1,formin 1
7963265,1.49E-01,4.77E-02,2.0156711,-4.596395,0.2047275,POU6F1,POU class 6 homeobox 1
7904158,1.49E-01,4.78E-02,-2.0154737,-4.5967681,-0.57703875,OLFML3,olfactomedin like 3
7933634,1.49E-01,4.78E-02,2.0153853,-4.5969352,0.27560656,,
8118310,1.49E-01,4.78E-02,-2.0150809,-4.5975108,-0.41687375,HSPA1B///HSPA1A,heat shock protein family A (Hsp70) member 1B///heat shock protein family A (Hsp70) member 1A
7994131,1.49E-01,4.78E-02,-2.0150401,-4.5975879,-0.81935094,PRKCB,protein kinase C beta
7895181,1.49E-01,4.78E-02,-2.0146476,-4.5983298,-0.37321875,,
8140857,1.49E-01,4.79E-02,2.0145606,-4.5984941,0.5400075,,
7991357,1.49E-01,4.79E-02,-2.0142749,-4.5990341,-0.37621094,C15orf38-AP3S2///AP3S2,C15orf38-AP3S2 readthrough///adaptor related protein complex 3 sigma 2 subunit
8008914,1.49E-01,4.79E-02,2.0142629,-4.5990568,0.20671937,C17orf64,chromosome 17 open reading frame 64
8126095,1.49E-01,4.79E-02,-2.0139634,-4.5996227,-0.45758734,CCDC167,coiled-coil domain containing 167
8083260,1.49E-01,4.79E-02,-2.0138647,-4.5998091,-1.53241828,CPA3,carboxypeptidase A3
8000001,1.49E-01,4.79E-02,2.0137825,-4.5999646,0.49405797,,
7945357,1.49E-01,4.80E-02,2.0135518,-4.6004004,0.25559016,SIRT3,sirtuin 3
7982204,1.49E-01,4.80E-02,-2.0134271,-4.6006359,-0.42507031,HMGN2,high mobility group nucleosomal binding domain 2
8162039,1.49E-01,4.80E-02,-2.013146,-4.601167,-0.59185672,C9orf64,chromosome 9 open reading frame 64
7892678,1.49E-01,4.80E-02,-2.0131179,-4.60122,-0.46555312,,
7942168,1.49E-01,4.80E-02,-2.0128663,-4.6016952,-0.30012688,FADD,Fas associated via death domain
8125470,1.49E-01,4.80E-02,-2.0127221,-4.6019675,-0.58388781,HLA-DOB,"major histocompatibility complex, class II, DO beta"
7922324,1.49E-01,4.81E-02,2.0127014,-4.6020065,0.25094578,,
7893454,1.49E-01,4.81E-02,2.0122453,-4.6028678,0.29102812,,
8138958,1.49E-01,4.81E-02,2.0122022,-4.6029491,0.21094484,NPSR1-AS1,NPSR1 antisense RNA 1
8121085,1.50E-01,4.81E-02,2.0118627,-4.60359,0.25900781,,
8076223,1.50E-01,4.82E-02,2.0116026,-4.6040811,0.47982688,SNORD43,"small nucleolar RNA, C/D box 43"
