GeneID,adj.P.Val,pvalue,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
8632,5.55E-10,9.94E-11,0.0836,-6.4678286,-0.5408467,74.77,DNAH17,dynein axonemal heavy chain 17
9363,5.61E-10,1.01E-10,0.2447,-6.4661904,-1.5822916,14.13,RAB33A,"RAB33A, member RAS oncogene family"
4539,5.61E-10,1.00E-10,0.1168,6.4662322,0.7549429,11879.46,ND4L,NADH dehydrogenase subunit 4L
22982,5.61E-10,1.01E-10,0.1027,-6.4661174,-0.6640908,575.8,DIP2C,disco interacting protein 2 homolog C
105375350,5.61E-10,1.01E-10,0.1979,-6.4660364,-1.2795655,14.42,LOC105375350,uncharacterized LOC105375350
80127,5.66E-10,1.02E-10,0.0802,-6.4645085,-0.5186093,174.36,BBOF1,basal body orientation factor 1
2788,5.68E-10,1.02E-10,0.141,6.4639645,0.9113302,222.73,GNG7,G protein subunit gamma 7
6489,5.69E-10,1.02E-10,0.2431,6.4636884,1.5710994,66.24,ST8SIA1,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1"
83591,5.72E-10,1.03E-10,0.0962,-6.4627869,-0.6217772,56.4,THAP2,THAP domain containing 2
1534,5.79E-10,1.04E-10,0.0731,6.4608572,0.4721791,1730.23,CYB561,cytochrome b561
5064,5.80E-10,1.04E-10,0.1213,6.4607475,0.7839263,456.99,PALM,paralemmin
57148,5.82E-10,1.05E-10,0.0796,-6.4602149,-0.514159,963.67,RALGAPB,Ral GTPase activating protein non-catalytic subunit beta
10412,5.84E-10,1.05E-10,0.0812,6.4594458,0.524275,1078.86,NSA2,NSA2 ribosome biogenesis factor
51377,5.88E-10,1.06E-10,0.0441,-6.4584293,-0.285011,515.63,UCHL5,ubiquitin C-terminal hydrolase L5
9641,5.97E-10,1.07E-10,0.1089,-6.4560801,-0.7029059,205.16,IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon
54856,5.98E-10,1.08E-10,0.0647,-6.4558003,-0.4175681,1169.76,GON4L,gon-4 like
6916,5.98E-10,1.08E-10,0.1799,-6.4556957,-1.161285,167.3,TBXAS1,thromboxane A synthase 1
83464,6.16E-10,1.11E-10,0.0677,-6.4512593,-0.4368545,292.13,APH1B,"aph-1 homolog B, gamma-secretase subunit"
4846,6.18E-10,1.11E-10,0.2183,6.45063,1.4083543,347.07,NOS3,nitric oxide synthase 3
79789,6.20E-10,1.12E-10,0.1302,-6.4502677,-0.8398574,1170.44,CLMN,calmin
100130776,6.22E-10,1.12E-10,0.0831,6.4495196,0.5362403,181.81,AGAP2-AS1,AGAP2 antisense RNA 1
200081,6.27E-10,1.13E-10,0.051,6.448291,0.3291163,2308.43,TXLNA,taxilin alpha
284325,6.29E-10,1.13E-10,0.0606,6.4479552,0.3910223,318.62,ACTMAP,actin maturation protease
440295,6.31E-10,1.14E-10,0.1321,-6.447378,-0.8518607,80.81,GOLGA6L9,golgin A6 family like 9
56097,6.36E-10,1.15E-10,0.107,6.4461838,0.6896025,112.98,PCDHGC5,"protocadherin gamma subfamily C, 5"
8082,6.36E-10,1.15E-10,0.1636,-6.4459557,-1.0546205,275.27,SSPN,sarcospan
55112,6.37E-10,1.15E-10,0.0848,-6.445791,-0.5463071,382.77,DYNC2I1,dynein 2 intermediate chain 1
10195,6.40E-10,1.16E-10,0.0981,6.4450576,0.6322339,580.2,ALG3,"ALG3 alpha-1,3- mannosyltransferase"
57864,6.41E-10,1.16E-10,0.2063,-6.4448073,-1.3293502,14.22,SLC46A2,solute carrier family 46 member 2
9058,6.43E-10,1.16E-10,0.4018,6.4442307,2.5894794,50.72,SLC13A2,solute carrier family 13 member 2
54058,6.45E-10,1.17E-10,0.0945,6.4436954,0.6086936,194.17,C21orf58,chromosome 21 open reading frame 58
80351,6.47E-10,1.17E-10,0.0909,-6.4432603,-0.5856106,934,TNKS2,tankyrase 2
10124,6.50E-10,1.18E-10,0.1375,6.4424137,0.8859462,344.34,ARL4A,ADP ribosylation factor like GTPase 4A
3067,6.50E-10,1.18E-10,0.3287,-6.4424081,-2.1177138,26.46,HDC,histidine decarboxylase
79159,6.54E-10,1.18E-10,0.0753,6.4414793,0.4850841,304.75,NOL12,nucleolar protein 12
644165,6.55E-10,1.19E-10,0.1022,6.4411842,0.6584173,42.06,BCRP3,BCR pseudogene 3
116115,6.57E-10,1.19E-10,0.062,6.4407199,0.3991619,242.2,ZNF526,zinc finger protein 526
148808,6.62E-10,1.20E-10,0.1661,6.4394595,1.0695418,50.71,MFSD4A,major facilitator superfamily domain containing 4A
84792,6.64E-10,1.20E-10,0.05,-6.4389924,-0.3219827,248.45,FAM220A,family with sequence similarity 220 member A
79846,6.67E-10,1.21E-10,0.121,-6.4380972,-0.7789108,121.21,CFAP69,cilia and flagella associated protein 69
126823,6.69E-10,1.21E-10,0.219,-6.4376195,-1.4098971,51.1,KLHDC9,kelch domain containing 9
105375560,6.69E-10,1.21E-10,0.2349,-6.4376421,-1.5120401,10.76,LOC105375560,
692197,6.69E-10,1.21E-10,0.1767,-6.4375027,-1.1377899,10.61,SNORD77,"small nucleolar RNA, C/D box 77"
55660,6.70E-10,1.22E-10,0.0622,-6.4372666,-0.4005993,1273.12,PRPF40A,pre-mRNA processing factor 40 homolog A
10325,6.76E-10,1.23E-10,0.0796,-6.4358713,-0.5122538,217.7,RRAGB,Ras related GTP binding B
80324,6.81E-10,1.24E-10,0.0828,6.4348471,0.532602,478.69,PUS1,pseudouridine synthase 1
151313,6.81E-10,1.24E-10,0.0632,6.4346549,0.4066139,223.97,FAHD2B,fumarylacetoacetate hydrolase domain containing 2B
128637,6.81E-10,1.24E-10,0.0397,-6.4346369,-0.2555391,1112.19,TBC1D20,TBC1 domain family member 20
374650,6.82E-10,1.24E-10,0.1181,-6.4343566,-0.7595913,88.76,GOLGA6L5P,"golgin A6 family like 5, pseudogene"
1294,6.82E-10,1.24E-10,0.2087,-6.4342735,-1.342665,1812.65,COL7A1,collagen type VII alpha 1 chain
23200,6.84E-10,1.24E-10,0.1069,-6.4339334,-0.6877487,613.5,ATP11B,ATPase phospholipid transporting 11B (putative)
23041,6.84E-10,1.24E-10,0.0895,-6.433766,-0.5759266,601.05,MON2,"MON2 homolog, regulator of endosome-to-Golgi trafficking"
84073,6.84E-10,1.24E-10,0.175,-6.4338049,-1.125821,25.69,MYCBPAP,MYCBP associated protein
1622,6.92E-10,1.26E-10,0.0869,6.4319561,0.5588348,1903.61,DBI,"diazepam binding inhibitor, acyl-CoA binding protein"
256355,6.98E-10,1.27E-10,0.1481,6.4306838,0.9526343,15.99,RPS2P32,ribosomal protein S2 pseudogene 32
653479,6.99E-10,1.27E-10,0.074,6.4304311,0.4758472,82.55,MRPL45P2,mitochondrial ribosomal protein L45 pseudogene 2
8260,6.99E-10,1.27E-10,0.0747,6.4303693,0.4805373,787.14,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit"
23475,6.99E-10,1.27E-10,0.1677,6.4303241,1.0783237,355.38,QPRT,quinolinate phosphoribosyltransferase
6599,7.00E-10,1.28E-10,0.0736,6.4300244,0.4734489,2311.84,SMARCC1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1"
57721,7.00E-10,1.28E-10,0.0471,-6.4298909,-0.30278,362.68,METTL14,"methyltransferase 14, N6-adenosine-methyltransferase subunit"
6050,7.02E-10,1.28E-10,0.0894,6.4295643,0.5748152,2446.98,RNH1,ribonuclease/angiogenin inhibitor 1
340252,7.05E-10,1.29E-10,0.0901,-6.4287209,-0.5789263,223.42,ZNF680,zinc finger protein 680
100534612,7.07E-10,1.29E-10,0.0822,-6.4283251,-0.5284939,124.53,C1QTNF3-AMACR,C1QTNF3-AMACR readthrough (NMD candidate)
27097,7.14E-10,1.30E-10,0.0543,-6.4268049,-0.3489418,511.96,TAF5L,TATA-box binding protein associated factor 5 like
3069,7.18E-10,1.31E-10,0.0618,6.4258284,0.3971698,9591.9,HDLBP,high density lipoprotein binding protein
56999,7.20E-10,1.31E-10,0.1982,6.4254899,1.2733543,2306.45,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9
79149,7.26E-10,1.33E-10,0.0918,6.4242018,0.5894515,71.65,ZSCAN5A,zinc finger and SCAN domain containing 5A
101928473,7.27E-10,1.33E-10,0.3227,6.4239376,2.0729181,9.39,LOC101928473,uncharacterized LOC101928473
58487,7.41E-10,1.35E-10,0.0851,-6.4208835,-0.5466175,1077.33,CREBZF,CREB/ATF bZIP transcription factor
101929639,7.45E-10,1.36E-10,0.1151,-6.4199475,-0.7392197,21.46,B4GALT1-AS1,B4GALT1 antisense RNA 1
3717,7.52E-10,1.38E-10,0.1076,-6.4186307,-0.6907664,213.71,JAK2,Janus kinase 2
22936,7.69E-10,1.41E-10,0.0982,-6.4151461,-0.6298318,1718.71,ELL2,elongation factor for RNA polymerase II 2
80063,7.79E-10,1.42E-10,0.1459,-6.4131991,-0.935814,72.74,ATF7IP2,activating transcription factor 7 interacting protein 2
79780,7.81E-10,1.43E-10,0.0996,-6.4126598,-0.6387925,379.96,CCDC82,coiled-coil domain containing 82
114990,7.89E-10,1.45E-10,0.1548,6.4110547,0.9923847,728.9,VASN,vasorin
8202,7.91E-10,1.45E-10,0.1208,-6.4106898,-0.7742348,579.82,NCOA3,nuclear receptor coactivator 3
93663,7.98E-10,1.46E-10,0.1165,-6.4092469,-0.7466015,530.53,ARHGAP18,Rho GTPase activating protein 18
79646,7.98E-10,1.46E-10,0.0868,-6.4091218,-0.5565723,1052.9,PANK3,pantothenate kinase 3
79986,8.05E-10,1.48E-10,0.1698,-6.4078157,-1.0882247,70.47,ZNF702P,"zinc finger protein 702, pseudogene"
645166,8.06E-10,1.48E-10,0.1112,6.4076273,0.7126388,40.41,LSP1P5,LSP1 pseudogene 5
9967,8.09E-10,1.48E-10,0.0452,6.4069185,0.2897001,3019.36,THRAP3,thyroid hormone receptor associated protein 3
130612,8.12E-10,1.49E-10,0.0865,6.4063791,0.5540495,86,TMEM198,transmembrane protein 198
84626,8.14E-10,1.49E-10,0.073,6.4060264,0.4674563,224.89,KRBA1,KRAB-A domain containing 1
6222,8.15E-10,1.50E-10,0.0747,6.4057503,0.4782723,12336.08,RPS18,ribosomal protein S18
23710,8.15E-10,1.50E-10,0.076,-6.4057881,-0.4870852,901.87,GABARAPL1,GABA type A receptor associated protein like 1
167555,8.21E-10,1.51E-10,0.143,-6.4045856,-0.9157958,17.99,FAM151B,family with sequence similarity 151 member B
54959,8.21E-10,1.51E-10,0.5334,6.4044477,3.4163548,103.93,ODAM,"odontogenic, ameloblast associated"
221421,8.30E-10,1.53E-10,0.071,6.4028287,0.4543655,132.19,RSPH9,radial spoke head component 9
1299,8.34E-10,1.53E-10,0.2289,6.4019116,1.4653539,148.24,COL9A3,collagen type IX alpha 3 chain
8192,8.37E-10,1.54E-10,0.088,6.4013543,0.5631625,481.16,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit
2245,8.48E-10,1.56E-10,0.0773,6.3993697,0.4949419,306.15,FGD1,"FYVE, RhoGEF and PH domain containing 1"
100631383,8.65E-10,1.59E-10,0.1003,-6.3963023,-0.6414712,165.6,FAM47E-STBD1,FAM47E-STBD1 readthrough
4739,8.69E-10,1.60E-10,0.105,-6.3955285,-0.6717292,802.21,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9"
8798,8.86E-10,1.63E-10,0.0656,6.3924512,0.4191432,233.11,DYRK4,dual specificity tyrosine phosphorylation regulated kinase 4
4605,8.87E-10,1.63E-10,0.2021,6.3923336,1.2918422,259.11,MYBL2,MYB proto-oncogene like 2
51125,8.92E-10,1.64E-10,0.0388,-6.3914683,-0.2478159,713.91,GOLGA7,golgin A7
26524,8.96E-10,1.65E-10,0.0788,-6.3907157,-0.5033098,564.26,LATS2,large tumor suppressor kinase 2
80219,8.96E-10,1.65E-10,0.065,-6.3906017,-0.4154468,437.58,COQ10B,coenzyme Q10B
8620,9.02E-10,1.66E-10,0.104,6.389642,0.6646726,45.14,NPFF,neuropeptide FF-amide peptide precursor
682,9.04E-10,1.67E-10,0.0749,6.3891565,0.4782736,4548.38,BSG,basigin (Ok blood group)
197135,9.06E-10,1.67E-10,0.2148,-6.3887651,-1.3720479,21.25,PATL2,PAT1 homolog 2
54784,9.08E-10,1.68E-10,0.0688,6.3883868,0.439608,131.79,ALKBH4,"alkB homolog 4, lysine demethylase"
1109,9.16E-10,1.69E-10,0.2299,6.3871253,1.4681545,68.66,AKR1C4,aldo-keto reductase family 1 member C4
284106,9.17E-10,1.69E-10,0.0805,6.3868686,0.5140997,531.1,CISD3,CDGSH iron sulfur domain 3
9766,9.23E-10,1.71E-10,0.0933,-6.3857958,-0.5958876,1694.91,SUSD6,sushi domain containing 6
114825,9.24E-10,1.71E-10,0.0628,-6.3856376,-0.4010168,355.48,PWWP2A,PWWP domain containing 2A
26468,9.32E-10,1.72E-10,0.1995,6.3841861,1.2737504,173.76,LHX6,LIM homeobox 6
92140,9.38E-10,1.73E-10,0.0561,-6.3832033,-0.3578471,2041.48,MTDH,metadherin
1856,9.40E-10,1.74E-10,0.0686,6.3828347,0.4377824,755.09,DVL2,dishevelled segment polarity protein 2
7458,9.42E-10,1.74E-10,0.0475,6.382457,0.3029767,3735.05,EIF4H,eukaryotic translation initiation factor 4H
55862,9.44E-10,1.75E-10,0.0683,6.3820125,0.4357882,729.79,ECHDC1,ethylmalonyl-CoA decarboxylase 1
2354,9.49E-10,1.76E-10,0.2594,-6.3812231,-1.6553021,170.37,FOSB,"FosB proto-oncogene, AP-1 transcription factor subunit"
5239,9.51E-10,1.76E-10,0.2099,6.3808718,1.3394033,130.85,PGM5,phosphoglucomutase 5
9542,9.52E-10,1.76E-10,0.3477,6.3805803,2.2185335,98.5,NRG2,neuregulin 2
10328,9.53E-10,1.77E-10,0.0716,6.3804306,0.4567353,373.35,EMC8,ER membrane protein complex subunit 8
51669,9.59E-10,1.78E-10,0.0503,-6.3793824,-0.3207337,2944.62,SARAF,store-operated calcium entry associated regulatory factor
10428,9.62E-10,1.78E-10,0.0493,6.3789736,0.3147537,641.55,CFDP1,craniofacial development protein 1
727956,9.66E-10,1.79E-10,0.0739,-6.3783116,-0.4714066,261.72,SDHAP2,SDHA pseudogene 2
1841,9.67E-10,1.79E-10,0.09,6.3780302,0.5740837,329.01,DTYMK,deoxythymidylate kinase
58190,9.68E-10,1.80E-10,0.0606,6.3777918,0.3865589,1641.56,CTDSP1,CTD small phosphatase 1
8658,9.79E-10,1.82E-10,0.0868,-6.3761188,-0.5534789,732.75,TNKS,tankyrase
339483,9.97E-10,1.85E-10,0.0888,6.3732318,0.5657247,252.15,MTMR9LP,"myotubularin related protein 9 like, pseudogene"
7503,1.00E-09,1.86E-10,0.1464,-6.3721792,-0.9331938,3012.22,XIST,X inactive specific transcript
221710,1.01E-09,1.87E-10,0.0765,-6.3718203,-0.4873321,195.42,SMIM13,small integral membrane protein 13
8644,1.01E-09,1.87E-10,0.1882,6.3714998,1.1991809,800.65,AKR1C3,aldo-keto reductase family 1 member C3
11070,1.01E-09,1.87E-10,0.0632,6.3713776,0.4024534,665.54,TMEM115,transmembrane protein 115
79188,1.02E-09,1.89E-10,0.0542,6.3697513,0.3450327,2476.28,TMEM43,transmembrane protein 43
2673,1.02E-09,1.89E-10,0.0735,-6.3696214,-0.4682095,1250.69,GFPT1,glutamine--fructose-6-phosphate transaminase 1
107984749,1.03E-09,1.91E-10,0.1977,-6.3682943,-1.2590432,12.37,LOC107984749,
120227,1.03E-09,1.91E-10,0.0755,-6.3681893,-0.4809787,219.89,CYP2R1,cytochrome P450 family 2 subfamily R member 1
9295,1.03E-09,1.92E-10,0.0807,-6.3678211,-0.5139461,2538.19,SRSF11,serine and arginine rich splicing factor 11
10236,1.03E-09,1.92E-10,0.0518,6.3673803,0.3297566,2772.2,HNRNPR,heterogeneous nuclear ribonucleoprotein R
8907,1.04E-09,1.94E-10,0.072,6.3660868,0.458428,907.27,AP1M1,adaptor related protein complex 1 subunit mu 1
81037,1.04E-09,1.94E-10,0.0639,6.3659957,0.4065966,1484.7,CLPTM1L,CLPTM1 like
10620,1.05E-09,1.96E-10,0.0855,-6.3646304,-0.5440327,101.94,ARID3B,AT-rich interaction domain 3B
10663,1.06E-09,1.98E-10,0.2288,-6.3627674,-1.4556683,21.05,CXCR6,C-X-C motif chemokine receptor 6
54541,1.07E-09,2.00E-10,0.1135,-6.361152,-0.7219625,3970.74,DDIT4,DNA damage inducible transcript 4
51199,1.09E-09,2.03E-10,0.0732,-6.3590064,-0.4655495,550.7,NIN,ninein
284086,1.09E-09,2.03E-10,0.0724,6.3589906,0.4603356,127.24,NEK8,NIMA related kinase 8
83890,1.09E-09,2.03E-10,0.1611,-6.358883,-1.0246672,21.42,SPATA9,spermatogenesis associated 9
57226,1.09E-09,2.03E-10,0.0532,6.3587475,0.3381871,558.15,LYRM2,LYR motif containing 2
22848,1.09E-09,2.04E-10,0.0599,-6.3585626,-0.3807858,817.46,AAK1,AP2 associated kinase 1
55589,1.10E-09,2.05E-10,0.0978,-6.3577819,-0.6220624,328.63,BMP2K,BMP2 inducible kinase
22796,1.11E-09,2.07E-10,0.0625,-6.356203,-0.3972128,455.45,COG2,component of oligomeric golgi complex 2
54101,1.11E-09,2.08E-10,0.2467,6.3554971,1.5676746,373.66,RIPK4,receptor interacting serine/threonine kinase 4
9214,1.12E-09,2.09E-10,0.1441,-6.3549375,-0.9156999,151.03,FCMR,Fc mu receptor
51000,1.12E-09,2.09E-10,0.0488,-6.3549247,-0.3103309,404.23,SLC35B3,solute carrier family 35 member B3
8577,1.12E-09,2.09E-10,0.1089,-6.3547031,-0.6919009,36.07,TMEFF1,transmembrane protein with EGF like and two follistatin like domains 1
81607,1.12E-09,2.09E-10,0.2346,-6.3543745,-1.490419,700.37,NECTIN4,nectin cell adhesion molecule 4
63906,1.13E-09,2.11E-10,0.0557,6.3529107,0.3539524,176.88,GPATCH3,G-patch domain containing 3
9840,1.13E-09,2.11E-10,0.2993,-6.3528945,-1.9013285,21.89,TESPA1,"thymocyte expressed, positive selection associated 1"
2873,1.13E-09,2.12E-10,0.0692,6.3526652,0.4398273,1005.61,GPS1,G protein pathway suppressor 1
10422,1.13E-09,2.12E-10,0.047,6.3524197,0.29875,460.6,UBAC1,UBA domain containing 1
641298,1.13E-09,2.12E-10,0.1525,-6.3520438,-0.9686062,140.27,SMG1P1,SMG1 pseudogene 1
7767,1.14E-09,2.13E-10,0.1105,-6.3518729,-0.7015957,268.77,ZNF224,zinc finger protein 224
729234,1.14E-09,2.13E-10,0.0928,6.3513796,0.5892587,68.13,FAHD2CP,"fumarylacetoacetate hydrolase domain containing 2C, pseudogene"
23098,1.15E-09,2.15E-10,0.0612,6.3501893,0.3884588,488.96,SARM1,sterile alpha and TIR motif containing 1
23522,1.15E-09,2.15E-10,0.0982,-6.35007,-0.6236976,488.71,KAT6B,lysine acetyltransferase 6B
8890,1.15E-09,2.16E-10,0.0513,6.3498019,0.3259125,672.35,EIF2B4,eukaryotic translation initiation factor 2B subunit delta
56342,1.15E-09,2.16E-10,0.0874,6.3491881,0.5550891,372,PPAN,peter pan homolog
6510,1.15E-09,2.16E-10,0.1199,6.3491647,0.7609606,3046.1,SLC1A5,solute carrier family 1 member 5
133746,1.15E-09,2.17E-10,0.1402,-6.3491054,-0.8903621,287.59,JMY,"junction mediating and regulatory protein, p53 cofactor"
7690,1.15E-09,2.17E-10,0.0739,-6.3489635,-0.4692469,360.52,ZNF131,zinc finger protein 131
483,1.16E-09,2.17E-10,0.1065,6.3487179,0.6760598,1940.79,ATP1B3,ATPase Na+/K+ transporting subunit beta 3
7123,1.16E-09,2.17E-10,0.3219,6.3486248,2.0438346,52.25,CLEC3B,C-type lectin domain family 3 member B
200894,1.17E-09,2.20E-10,0.1039,-6.346629,-0.6595833,143.69,ARL13B,ADP ribosylation factor like GTPase 13B
55665,1.17E-09,2.21E-10,0.0507,6.3461539,0.3215977,766.02,URGCP,upregulator of cell proliferation
25814,1.18E-09,2.23E-10,0.0447,6.3447129,0.2837402,1481.88,ATXN10,ataxin 10
7220,1.19E-09,2.23E-10,0.1564,-6.3445378,-0.99238,108.24,TRPC1,transient receptor potential cation channel subfamily C member 1
83706,1.19E-09,2.23E-10,0.1667,-6.3444084,-1.0576078,295.08,FERMT3,FERM domain containing kindlin 3
9101,1.19E-09,2.24E-10,0.0779,-6.3435994,-0.4943543,673.73,USP8,ubiquitin specific peptidase 8
26959,1.19E-09,2.25E-10,0.0716,-6.3435458,-0.4541172,900.41,HBP1,HMG-box transcription factor 1
5089,1.21E-09,2.28E-10,0.0443,6.3411127,0.2808406,1420.05,PBX2,PBX homeobox 2
643387,1.22E-09,2.30E-10,0.0507,6.3400235,0.3216774,278.06,TARDBPP3,TARDBP pseudogene 3
654364,1.23E-09,2.32E-10,0.0911,6.3386707,0.577426,2251.38,NME1-NME2,NME1-NME2 readthrough
2971,1.23E-09,2.33E-10,0.0821,6.3380377,0.5206241,1311.26,GTF3A,general transcription factor IIIA
5143,1.24E-09,2.34E-10,0.3927,-6.3372552,-2.4884287,50.2,PDE4C,phosphodiesterase 4C
5989,1.24E-09,2.34E-10,0.0685,6.3371017,0.4339317,319.27,RFX1,regulatory factor X1
9871,1.24E-09,2.34E-10,0.0902,-6.3369918,-0.5717115,1299.23,SEC24D,"SEC24 homolog D, COPII coat complex component"
55349,1.24E-09,2.34E-10,0.14,6.3368747,0.8873558,569.79,CHDH,choline dehydrogenase
26086,1.26E-09,2.38E-10,0.078,6.3346852,0.4938993,647.69,GPSM1,G protein signaling modulator 1
149076,1.26E-09,2.38E-10,0.0612,6.3345893,0.3873717,514.77,ZNF362,zinc finger protein 362
286148,1.26E-09,2.38E-10,0.0811,-6.3342578,-0.513947,285.23,DPY19L4,dpy-19 like 4
65062,1.26E-09,2.39E-10,0.0991,6.334121,0.627675,419.78,TMEM237,transmembrane protein 237
51460,1.27E-09,2.39E-10,0.0721,-6.3338143,-0.4564813,308.19,SFMBT1,Scm like with four mbt domains 1
107985200,1.27E-09,2.40E-10,0.1018,6.3333729,0.6447806,58.07,LOC107985200,uncharacterized LOC107985200
196483,1.27E-09,2.40E-10,0.0907,6.3334018,0.5746593,219.15,EEF2KMT,eukaryotic elongation factor 2 lysine methyltransferase
4538,1.27E-09,2.40E-10,0.1227,6.3333393,0.777307,102437.29,ND4,NADH dehydrogenase subunit 4
2155,1.28E-09,2.42E-10,0.2737,-6.3323166,-1.7333777,18.5,F7,coagulation factor VII
54862,1.29E-09,2.45E-10,0.0781,6.330061,0.4943035,722.37,CC2D1A,coiled-coil and C2 domain containing 1A
1460,1.30E-09,2.45E-10,0.0558,6.3298668,0.3531013,1338.77,CSNK2B,casein kinase 2 beta
4540,1.32E-09,2.49E-10,0.0914,6.327522,0.5785202,42000.49,ND5,NADH dehydrogenase subunit 5
10763,1.33E-09,2.52E-10,0.1983,6.3256228,1.2540819,2988.49,NES,nestin
921,1.34E-09,2.53E-10,0.2923,-6.3250899,-1.848631,31.22,CD5,CD5 molecule
54682,1.34E-09,2.54E-10,0.1442,6.3247899,0.9120128,428.34,MANSC1,MANSC domain containing 1
170463,1.34E-09,2.54E-10,0.0766,6.3244361,0.4845823,844.04,SSBP4,single stranded DNA binding protein 4
8443,1.34E-09,2.54E-10,0.0525,-6.3243862,-0.3318678,874.84,GNPAT,glyceronephosphate O-acyltransferase
10268,1.35E-09,2.56E-10,0.2266,6.3231292,1.4329643,96.33,RAMP3,receptor activity modifying protein 3
51633,1.35E-09,2.57E-10,0.1191,-6.3229874,-0.7528316,131.59,OTUD6B,OTU deubiquitinase 6B
92340,1.36E-09,2.58E-10,0.1833,6.3221435,1.1587864,164.27,PRR29,proline rich 29
1810,1.36E-09,2.58E-10,0.0447,-6.322066,-0.2827883,861.93,DR1,down-regulator of transcription 1
5778,1.36E-09,2.59E-10,0.2148,-6.3215894,-1.3581217,61.29,PTPN7,protein tyrosine phosphatase non-receptor type 7
25913,1.37E-09,2.61E-10,0.0858,-6.3204479,-0.5421392,335.3,POT1,protection of telomeres 1
57614,1.38E-09,2.61E-10,0.095,-6.3201244,-0.600536,392.46,RELCH,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
23304,1.39E-09,2.65E-10,0.0742,-6.3182139,-0.4687459,601.88,UBR2,ubiquitin protein ligase E3 component n-recognin 2
83855,1.42E-09,2.69E-10,0.0834,6.3154535,0.526587,431.84,KLF16,KLF transcription factor 16
64965,1.42E-09,2.70E-10,0.0714,6.3148268,0.4510294,385.81,MRPS9,mitochondrial ribosomal protein S9
10131,1.44E-09,2.73E-10,0.0723,6.3132419,0.4566279,1336.96,TRAP1,TNF receptor associated protein 1
92906,1.44E-09,2.73E-10,0.0387,-6.3131236,-0.24408,523.52,HNRNPLL,heterogeneous nuclear ribonucleoprotein L like
199,1.44E-09,2.73E-10,0.2325,-6.3131412,-1.4680892,124.58,AIF1,allograft inflammatory factor 1
6185,1.44E-09,2.75E-10,0.0622,6.3123595,0.3923272,4958.95,RPN2,ribophorin II
7851,1.45E-09,2.77E-10,0.1664,6.3113855,1.0502683,289.16,MALL,"mal, T cell differentiation protein like"
283143,1.46E-09,2.77E-10,0.2146,-6.3109886,-1.3540382,16.4,LINC00900,long intergenic non-protein coding RNA 900
3109,1.46E-09,2.79E-10,0.1583,-6.3101461,-0.9988075,153.72,HLA-DMB,"major histocompatibility complex, class II, DM beta"
2139,1.46E-09,2.79E-10,0.2112,6.3101303,1.3323943,257.25,EYA2,EYA transcriptional coactivator and phosphatase 2
5447,1.47E-09,2.79E-10,0.0767,6.3098109,0.48409,1208.09,POR,cytochrome p450 oxidoreductase
57805,1.47E-09,2.80E-10,0.0601,6.3097087,0.3795229,1870.38,CCAR2,cell cycle and apoptosis regulator 2
107984242,1.48E-09,2.82E-10,0.2172,-6.3082131,-1.37028,20.01,LOC107984242,uncharacterized LOC107984242
100422558,1.48E-09,2.82E-10,0.1166,-6.3082354,-0.735583,57.06,SMG1P6,SMG1 pseudogene 6
100131897,1.48E-09,2.83E-10,0.2259,6.3079912,1.4250791,91.11,INSYN2B,inhibitory synaptic factor family member 2B
165186,1.49E-09,2.84E-10,0.2844,-6.3074031,-1.7938446,12.23,TOGARAM2,TOG array regulator of axonemal microtubules 2
10945,1.49E-09,2.85E-10,0.0583,6.3069173,0.3679429,2453.54,KDELR1,KDEL endoplasmic reticulum protein retention receptor 1
51296,1.50E-09,2.86E-10,0.1215,-6.3060957,-0.7662643,209.92,SLC15A3,solute carrier family 15 member 3
79954,1.50E-09,2.86E-10,0.063,6.3059423,0.3969879,632.83,NOL10,nucleolar protein 10
6218,1.50E-09,2.87E-10,0.0654,6.3057343,0.4121042,8460.57,RPS17,ribosomal protein S17
3696,1.50E-09,2.87E-10,0.2517,-6.3054994,-1.5871471,472.57,ITGB8,integrin subunit beta 8
284340,1.51E-09,2.88E-10,0.3436,6.3049851,2.1661865,270.98,CXCL17,C-X-C motif chemokine ligand 17
7182,1.52E-09,2.91E-10,0.1002,-6.3036158,-0.6316445,559.23,NR2C2,nuclear receptor subfamily 2 group C member 2
100499177,1.52E-09,2.91E-10,0.0799,-6.3035182,-0.503352,603.58,THAP9-AS1,THAP9 antisense RNA 1
165829,1.52E-09,2.91E-10,0.2035,6.3033728,1.2829294,14.05,GPR156,G protein-coupled receptor 156
6422,1.52E-09,2.91E-10,0.3856,6.3032831,2.4303794,3916.65,SFRP1,secreted frizzled related protein 1
1352,1.53E-09,2.93E-10,0.0767,6.3022951,0.4833029,246.14,COX10,cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10
