GeneID,adj.P.Val,pvalue,lfcSE,stat,logFC,baseMean,Gene.symbol,Description
5714,1.23E-02,2.83E-03,0.2512,-2.9856655,-7.50E-01,1126.03,PSMD8,"proteasome 26S subunit, non-ATPase 8"
4696,1.23E-02,2.83E-03,0.2673,-2.985549,-7.98E-01,78.57,NDUFA3,NADH:ubiquinone oxidoreductase subunit A3
51110,1.23E-02,2.83E-03,0.2798,-2.9854729,-8.35E-01,88.97,LACTB2,lactamase beta 2
102725201,1.23E-02,2.84E-03,0.3169,-2.9848707,-9.46E-01,29.46,CEP250-AS1,CEP250 antisense RNA 1
10901,1.23E-02,2.84E-03,0.1815,-2.9845857,-5.42E-01,281.69,DHRS4,dehydrogenase/reductase 4
5584,1.23E-02,2.84E-03,0.156,-2.984506,-4.65E-01,1006.59,PRKCI,protein kinase C iota
2760,1.23E-02,2.84E-03,0.2566,-2.9843127,-7.66E-01,2033.72,GM2A,ganglioside GM2 activator
25921,1.23E-02,2.84E-03,0.1933,-2.9841913,-5.77E-01,2466.4,ZDHHC5,zinc finger DHHC-type palmitoyltransferase 5
107986493,1.23E-02,2.84E-03,0.469,2.9840588,1.4,13.03,LOC107986493,uncharacterized LOC107986493
101928371,1.23E-02,2.85E-03,0.2773,-2.9839422,-8.28E-01,156.3,LOC101928371,uncharacterized LOC101928371
113218482,1.23E-02,2.85E-03,0.6151,-2.9838637,-1.84,706.74,MIR9898,microRNA 9898
26090,1.23E-02,2.85E-03,0.2206,-2.9837583,-6.58E-01,1182.36,ABHD12,"abhydrolase domain containing 12, lysophospholipase"
8741,1.24E-02,2.85E-03,0.2493,-2.9829898,-7.44E-01,353.58,TNFSF13,TNF superfamily member 13
10730,1.24E-02,2.86E-03,0.1624,-2.982919,-4.84E-01,3559.98,YME1L1,YME1 like 1 ATPase
285237,1.24E-02,2.86E-03,0.2053,-2.9826933,-6.12E-01,551.55,C3orf38,chromosome 3 open reading frame 38
9600,1.24E-02,2.86E-03,0.2892,-2.9824757,-8.63E-01,465.14,PITPNM1,phosphatidylinositol transfer protein membrane associated 1
5230,1.24E-02,2.86E-03,0.2917,-2.9820605,-8.70E-01,4181.21,PGK1,phosphoglycerate kinase 1
8890,1.25E-02,2.88E-03,0.1695,-2.980613,-5.05E-01,496.16,EIF2B4,eukaryotic translation initiation factor 2B subunit delta
6503,1.25E-02,2.88E-03,0.5355,-2.980349,-1.6,600.25,SLA,Src like adaptor
10893,1.25E-02,2.88E-03,0.1914,2.9802504,5.70E-01,303.48,MMP24,matrix metallopeptidase 24
2820,1.25E-02,2.88E-03,0.3202,-2.9800312,-9.54E-01,1898.04,GPD2,glycerol-3-phosphate dehydrogenase 2
2956,1.25E-02,2.89E-03,0.219,-2.9794613,-6.53E-01,1547.16,MSH6,mutS homolog 6
107984580,1.25E-02,2.89E-03,0.8045,2.9792394,2.4,15.45,LOC107984580,uncharacterized LOC107984580
845,1.25E-02,2.89E-03,0.6437,2.9791675,1.92,175.63,CASQ2,calsequestrin 2
90525,1.25E-02,2.89E-03,0.3415,2.978695,1.02,180.45,SHF,Src homology 2 domain containing F
80228,1.25E-02,2.90E-03,0.1981,-2.9785559,-5.90E-01,948.37,ORAI2,ORAI calcium release-activated calcium modulator 2
131096,1.25E-02,2.90E-03,0.7964,2.9783603,2.37,36.13,KCNH8,potassium voltage-gated channel subfamily H member 8
4645,1.25E-02,2.90E-03,0.4948,-2.9782508,-1.47,1696.29,MYO5B,myosin VB
255809,1.25E-02,2.90E-03,0.3963,-2.9780805,-1.18,16.2,C19orf38,chromosome 19 open reading frame 38
7390,1.26E-02,2.91E-03,0.1733,-2.9775319,-5.16E-01,648.41,UROS,uroporphyrinogen III synthase
9343,1.26E-02,2.91E-03,0.1415,-2.9774351,-4.21E-01,1627.18,EFTUD2,elongation factor Tu GTP binding domain containing 2
50846,1.26E-02,2.92E-03,0.5022,2.9764993,1.49,66.01,DHH,desert hedgehog signaling molecule
105378111,1.26E-02,2.92E-03,1.1712,-2.9763921,-3.49,73.45,MEAT6,melanoma-associated transcript 6
57536,1.26E-02,2.92E-03,0.1431,2.9759643,4.26E-01,579.58,KIAA1328,KIAA1328
105374155,1.26E-02,2.93E-03,0.6104,-2.9752914,-1.82,79.7,SIAH2-AS1,SIAH2 antisense RNA 1
9597,1.26E-02,2.93E-03,0.317,2.9749185,9.43E-01,26.15,SMAD5-AS1,SMAD5 antisense RNA 1
10999,1.27E-02,2.93E-03,0.3127,-2.9747165,-9.30E-01,681.84,SLC27A4,solute carrier family 27 member 4
55207,1.27E-02,2.93E-03,0.2244,-2.9745998,-6.67E-01,2169.21,ARL8B,ADP ribosylation factor like GTPase 8B
105373265,1.27E-02,2.94E-03,0.5218,-2.9743296,-1.55,54.44,LOC105373265,uncharacterized LOC105373265
2066,1.27E-02,2.94E-03,0.6885,-2.9743297,-2.05,2633.47,ERBB4,erb-b2 receptor tyrosine kinase 4
84775,1.27E-02,2.94E-03,0.1716,-2.9744146,-5.10E-01,345.54,ZNF607,zinc finger protein 607
64754,1.27E-02,2.94E-03,0.3855,-2.9736323,-1.15,602.36,SMYD3,SET and MYND domain containing 3
727866,1.27E-02,2.94E-03,0.1543,2.9734809,4.59E-01,315.37,FAM156B,family with sequence similarity 156 member B
112268130,1.27E-02,2.95E-03,0.3365,2.9732188,1,46.52,LOC112268130,uncharacterized LOC112268130
83547,1.27E-02,2.95E-03,0.4268,2.9732134,1.27,176.53,RILP,Rab interacting lysosomal protein
83604,1.27E-02,2.95E-03,0.4655,2.9732606,1.38,1255.99,TMEM47,transmembrane protein 47
54906,1.27E-02,2.95E-03,0.1063,-2.9730391,-3.16E-01,4360.94,TASOR2,transcription activation suppressor family member 2
10747,1.27E-02,2.95E-03,0.3122,2.9729413,9.28E-01,99.12,MASP2,MBL associated serine protease 2
90025,1.27E-02,2.96E-03,0.2432,2.9719053,7.23E-01,167.8,UBE3D,ubiquitin protein ligase E3D
81565,1.27E-02,2.96E-03,0.2111,2.9718752,6.27E-01,898.68,NDEL1,nudE neurodevelopment protein 1 like 1
349196,1.27E-02,2.96E-03,0.4257,2.9715381,1.26,47.64,LINC00965,long intergenic non-protein coding RNA 965
8742,1.27E-02,2.96E-03,0.2646,2.9714825,7.86E-01,379.05,TNFSF12,TNF superfamily member 12
283677,1.28E-02,2.97E-03,0.36,2.9708646,1.07,13.31,REC114,REC114 meiotic recombination protein
130589,1.28E-02,2.97E-03,0.344,-2.9706362,-1.02,354.18,GALM,galactose mutarotase
171023,1.28E-02,2.97E-03,0.1544,2.9706836,4.59E-01,2333,ASXL1,ASXL transcriptional regulator 1
442319,1.28E-02,2.98E-03,0.5238,2.9699316,1.56,553.32,ZNF727,zinc finger protein 727
101929950,1.28E-02,2.98E-03,0.236,-2.9698059,-7.01E-01,67.08,LOC101929950,puromycin-sensitive aminopeptidase-like protein
102723566,1.28E-02,2.98E-03,0.3011,2.9697081,8.94E-01,340.87,LOC102723566,uncharacterized LOC102723566
11189,1.28E-02,2.99E-03,0.1553,-2.968661,-4.61E-01,445.64,CELF3,CUGBP Elav-like family member 3
4091,1.29E-02,2.99E-03,0.3929,2.9683091,1.17,459.42,SMAD6,SMAD family member 6
90333,1.29E-02,2.99E-03,0.3577,-2.9683419,-1.06,498.32,ZNF468,zinc finger protein 468
26003,1.29E-02,3.00E-03,0.1968,-2.9681797,-5.84E-01,1364.05,GORASP2,golgi reassembly stacking protein 2
284161,1.29E-02,3.00E-03,0.621,-2.9679333,-1.84,184.14,GDPD1,glycerophosphodiester phosphodiesterase domain containing 1
51192,1.29E-02,3.00E-03,0.3057,-2.9672364,-9.07E-01,141.98,CKLF,chemokine like factor
1718,1.29E-02,3.01E-03,0.5758,-2.9666069,-1.71,8259.07,DHCR24,24-dehydrocholesterol reductase
5521,1.29E-02,3.01E-03,0.3502,2.9665906,1.04,66.07,PPP2R2B,protein phosphatase 2 regulatory subunit Bbeta
100132417,1.29E-02,3.02E-03,0.6043,-2.965783,-1.79,41.26,FCGR1CP,"Fc gamma receptor Ic, pseudogene"
400831,1.29E-02,3.02E-03,0.5419,2.9657195,1.61,12.23,C20orf202,chromosome 20 open reading frame 202
8773,1.30E-02,3.03E-03,0.2336,-2.9650628,-6.93E-01,1313.29,SNAP23,synaptosome associated protein 23
55785,1.30E-02,3.03E-03,0.3413,-2.9646993,-1.01,1255.69,FGD6,"FYVE, RhoGEF and PH domain containing 6"
5917,1.30E-02,3.03E-03,0.1972,-2.9645198,-5.84E-01,1179.59,RARS1,arginyl-tRNA synthetase 1
55356,1.30E-02,3.03E-03,0.3831,-2.9643104,-1.14,260.06,SLC22A15,solute carrier family 22 member 15
387357,1.30E-02,3.03E-03,0.5747,-2.9642912,-1.7,181.51,THEMIS,thymocyte selection associated
107985414,1.30E-02,3.03E-03,0.3225,2.9643276,9.56E-01,21.67,LOC107985414,uncharacterized LOC107985414
84674,1.30E-02,3.04E-03,0.4568,2.963934,1.35,744.87,CARD6,caspase recruitment domain family member 6
51606,1.30E-02,3.04E-03,0.1923,-2.9636017,-5.70E-01,1014.88,ATP6V1H,ATPase H+ transporting V1 subunit H
403341,1.30E-02,3.04E-03,0.1539,2.963449,4.56E-01,955.66,ZBTB34,zinc finger and BTB domain containing 34
63922,1.30E-02,3.04E-03,0.3146,-2.9632561,-9.32E-01,196.16,CHTF18,chromosome transmission fidelity factor 18
7431,1.30E-02,3.05E-03,0.4905,2.9628592,1.45,30110.49,VIM,vimentin
8531,1.30E-02,3.05E-03,0.4253,2.9628084,1.26,2602.83,YBX3,Y-box binding protein 3
91608,1.30E-02,3.05E-03,0.4966,2.9625116,1.47,99.13,RASL10B,RAS like family 10 member B
105372717,1.31E-02,3.05E-03,0.2526,-2.9624027,-7.48E-01,72.4,LOC105372717,uncharacterized LOC105372717
285349,1.31E-02,3.06E-03,0.2859,2.962033,8.47E-01,182.85,ZNF660,zinc finger protein 660
27240,1.31E-02,3.06E-03,0.5716,-2.9618384,-1.69,42.72,SIT1,signaling threshold regulating transmembrane adaptor 1
5496,1.31E-02,3.07E-03,0.2331,-2.9606317,-6.90E-01,890.3,PPM1G,"protein phosphatase, Mg2+/Mn2+ dependent 1G"
55890,1.31E-02,3.07E-03,0.5808,-2.9604703,-1.72,955.89,GPRC5C,G protein-coupled receptor class C group 5 member C
158326,1.31E-02,3.08E-03,0.6331,2.9600452,1.87,899.78,FREM1,FRAS1 related extracellular matrix 1
160418,1.32E-02,3.09E-03,0.221,-2.9586014,-6.54E-01,1576.52,TMTC3,transmembrane O-mannosyltransferase targeting cadherins 3
445571,1.32E-02,3.09E-03,0.3582,-2.9584777,-1.06,397.17,ZNG1C,Zn regulated GTPase metalloprotein activator 1C
10652,1.32E-02,3.10E-03,0.2024,-2.9577566,-5.99E-01,1372.93,YKT6,YKT6 v-SNARE homolog
151877,1.32E-02,3.10E-03,0.3588,2.9574062,1.06,123.94,MAGI1-IT1,MAGI1 intronic transcript 1
339231,1.32E-02,3.10E-03,0.1881,-2.9573891,-5.56E-01,325.47,ARL16,ADP ribosylation factor like GTPase 16
8492,1.32E-02,3.10E-03,0.4417,2.957287,1.31,246.94,PRSS12,serine protease 12
84464,1.33E-02,3.11E-03,0.2216,-2.9567877,-6.55E-01,333.69,SLX4,SLX4 structure-specific endonuclease subunit
107985145,1.33E-02,3.11E-03,0.6646,2.9567278,1.96,14,LOC107985145,uncharacterized LOC107985145
83856,1.33E-02,3.11E-03,0.2759,-2.956666,-8.16E-01,269.29,FSD1L,fibronectin type III and SPRY domain containing 1 like
100507567,1.33E-02,3.11E-03,0.1948,2.9565623,5.76E-01,90.29,RAB11B-AS1,RAB11B antisense RNA 1
100287467,1.33E-02,3.11E-03,0.3765,2.9563138,1.11,80.82,LOC100287467,uncharacterized LOC100287467
2318,1.33E-02,3.11E-03,0.6607,2.9561655,1.95,1790.46,FLNC,filamin C
84640,1.33E-02,3.12E-03,0.1764,-2.95586,-5.21E-01,1515.56,USP38,ubiquitin specific peptidase 38
84513,1.33E-02,3.12E-03,0.283,-2.9557812,-8.37E-01,907.43,PLPP5,phospholipid phosphatase 5
101927539,1.33E-02,3.12E-03,0.4136,-2.9557663,-1.22,31.42,LOC101927539,uncharacterized LOC101927539
100528062,1.33E-02,3.12E-03,0.1866,2.9553536,5.51E-01,597.21,ARMCX5-GPRASP2,ARMCX5-GPRASP2 readthrough
57007,1.33E-02,3.13E-03,0.8362,2.9551162,2.47,1997.56,ACKR3,atypical chemokine receptor 3
5881,1.33E-02,3.13E-03,0.5727,-2.955084,-1.69,96.71,RAC3,Rac family small GTPase 3
28391,1.33E-02,3.13E-03,0.7319,-2.9543203,-2.16,79.58,IGHV4-61,immunoglobulin heavy variable 4-61
4681,1.33E-02,3.14E-03,0.3285,2.9540006,9.71E-01,1602.02,NBL1,"NBL1, DAN family BMP antagonist"
23094,1.33E-02,3.14E-03,0.3955,-2.9540424,-1.17,2542.1,SIPA1L3,signal induced proliferation associated 1 like 3
83700,1.34E-02,3.14E-03,0.4145,2.9537193,1.22,851.75,JAM3,junctional adhesion molecule 3
348645,1.34E-02,3.14E-03,0.3377,2.9535747,9.97E-01,299.69,MIR3667HG,MIR3667 host gene
778,1.34E-02,3.14E-03,0.7475,-2.9533708,-2.21,54.96,CACNA1F,calcium voltage-gated channel subunit alpha1 F
63935,1.34E-02,3.15E-03,0.1634,2.9531766,4.83E-01,910.57,PCIF1,phosphorylated CTD interacting factor 1
11259,1.34E-02,3.15E-03,0.4703,2.9528358,1.39,1051.06,FILIP1L,filamin A interacting protein 1 like
100526794,1.34E-02,3.15E-03,0.1919,-2.9527053,-5.67E-01,182.69,NT5C1B-RDH14,NT5C1B-RDH14 readthrough
55164,1.34E-02,3.16E-03,0.1688,-2.9519369,-4.98E-01,553.96,SHQ1,"SHQ1, H/ACA ribonucleoprotein assembly factor"
1843,1.34E-02,3.16E-03,0.6015,2.9517889,1.78,13531.33,DUSP1,dual specificity phosphatase 1
100873975,1.34E-02,3.16E-03,0.6364,2.9516584,1.88,20.31,CNTN4-AS1,CNTN4 antisense RNA 1
10930,1.34E-02,3.16E-03,0.3512,2.9514789,1.04,39.58,APOBEC2,apolipoprotein B mRNA editing enzyme catalytic subunit 2
2788,1.34E-02,3.16E-03,0.4645,2.9514077,1.37,314.57,GNG7,G protein subunit gamma 7
646976,1.34E-02,3.17E-03,0.3506,-2.9512009,-1.03,144.19,RALGPS2-AS1,RALGPS2 antisense RNA 1
7020,1.34E-02,3.17E-03,0.7319,-2.9510139,-2.16,1057.38,TFAP2A,transcription factor AP-2 alpha
51199,1.34E-02,3.17E-03,0.1635,-2.9510694,-4.82E-01,2073.86,NIN,ninein
100048912,1.34E-02,3.17E-03,0.4662,-2.9509275,-1.38,49.01,CDKN2B-AS1,CDKN2B antisense RNA 1
1050,1.34E-02,3.17E-03,0.558,2.9506722,1.65,1610.23,CEBPA,CCAAT enhancer binding protein alpha
3856,1.34E-02,3.17E-03,0.6499,-2.9505402,-1.92,6191.79,KRT8,keratin 8
3090,1.35E-02,3.17E-03,0.4518,2.9502716,1.33,1518.23,HIC1,HIC ZBTB transcriptional repressor 1
653073,1.35E-02,3.18E-03,0.3235,2.9499887,9.54E-01,32.55,GOLGA8J,golgin A8 family member J
10272,1.35E-02,3.19E-03,0.4458,2.9488892,1.31,709.01,FSTL3,follistatin like 3
2264,1.35E-02,3.19E-03,0.8894,-2.9487081,-2.62,186.15,FGFR4,fibroblast growth factor receptor 4
100528021,1.35E-02,3.19E-03,0.2308,-2.9487493,-6.81E-01,123.01,ST20-MTHFS,ST20-MTHFS readthrough
55066,1.35E-02,3.19E-03,0.2212,2.9486469,6.52E-01,1722.32,PDPR,pyruvate dehydrogenase phosphatase regulatory subunit
101927268,1.35E-02,3.20E-03,0.4401,2.9481334,1.3,27.51,LOC101927268,uncharacterized LOC101927268
5450,1.35E-02,3.20E-03,0.5401,-2.9479044,-1.59,243.65,POU2AF1,POU class 2 homeobox associating factor 1
100133121,1.36E-02,3.20E-03,0.5656,2.9476305,1.67,18.43,FAM27B,family with sequence similarity 27 member B
100874205,1.36E-02,3.20E-03,0.3986,2.947492,1.17,26.37,ATP11A-AS1,ATP11A antisense RNA 1
3875,1.36E-02,3.21E-03,0.6377,-2.9472989,-1.88,2867.11,KRT18,keratin 18
102724637,1.36E-02,3.21E-03,0.9934,2.9469955,2.93,15.94,LOC102724637,uncharacterized LOC102724637
147650,1.36E-02,3.21E-03,0.2732,2.9468883,8.05E-01,149.63,SPACA6,sperm acrosome associated 6
51441,1.36E-02,3.22E-03,0.1589,-2.9460236,-4.68E-01,1592.22,YTHDF2,YTH N6-methyladenosine RNA binding protein 2
55213,1.36E-02,3.22E-03,0.1869,-2.9460242,-5.51E-01,938.62,RCBTB1,RCC1 and BTB domain containing protein 1
79832,1.36E-02,3.23E-03,0.1457,-2.945299,-4.29E-01,2550.24,QSER1,glutamine and serine rich 1
7867,1.37E-02,3.23E-03,0.1834,-2.9449246,-5.40E-01,570.75,MAPKAPK3,MAPK activated protein kinase 3
92359,1.37E-02,3.23E-03,0.7466,-2.9448481,-2.2,149.11,CRB3,crumbs cell polarity complex component 3
54102,1.37E-02,3.23E-03,0.7274,-2.9446407,-2.14,495.95,CLIC6,chloride intracellular channel 6
105221694,1.37E-02,3.24E-03,0.3884,-2.944409,-1.14,97.33,BISPR,BST2 interferon stimulated positive regulator
105374363,1.37E-02,3.24E-03,0.2708,-2.9442897,-7.97E-01,77.39,GTF3C2-AS2,GTF3C2 antisense RNA 2
7388,1.37E-02,3.24E-03,0.2782,-2.9441357,-8.19E-01,828.69,UQCRH,ubiquinol-cytochrome c reductase hinge protein
55827,1.37E-02,3.24E-03,0.174,-2.9441494,-5.12E-01,1485.17,DCAF6,DDB1 and CUL4 associated factor 6
9066,1.37E-02,3.24E-03,0.6284,-2.9436957,-1.85,1515.79,SYT7,synaptotagmin 7
869,1.37E-02,3.24E-03,0.6466,2.9435464,1.9,30.37,CBLN1,cerebellin 1 precursor
147657,1.37E-02,3.25E-03,0.2665,-2.9431663,-7.84E-01,455.42,ZNF480,zinc finger protein 480
102724019,1.37E-02,3.25E-03,0.725,2.9428583,2.13,22.58,LOC102724019,uncharacterized LOC102724019
821,1.37E-02,3.26E-03,0.2159,-2.9425299,-6.35E-01,14087.43,CANX,calnexin
285521,1.37E-02,3.26E-03,0.4247,-2.9421366,-1.25,612.16,COX18,cytochrome c oxidase assembly factor COX18
6390,1.38E-02,3.26E-03,0.2081,-2.9416217,-6.12E-01,562.08,SDHB,succinate dehydrogenase complex iron sulfur subunit B
11171,1.38E-02,3.27E-03,0.2318,-2.9412744,-6.82E-01,1975.46,STRAP,serine/threonine kinase receptor associated protein
6632,1.38E-02,3.27E-03,0.2404,-2.9413041,-7.07E-01,616.59,SNRPD1,small nuclear ribonucleoprotein D1 polypeptide
112268051,1.38E-02,3.27E-03,0.4276,2.941197,1.26,46.41,LOC112268051,
5587,1.38E-02,3.27E-03,0.4341,2.9406777,1.28,430.83,PRKD1,protein kinase D1
23369,1.38E-02,3.28E-03,0.1397,-2.9406143,-4.11E-01,6808.53,PUM2,pumilio RNA binding family member 2
729582,1.38E-02,3.28E-03,0.4667,2.9401218,1.37,54.14,DIRC3,disrupted in renal carcinoma 3
80279,1.38E-02,3.28E-03,0.1874,-2.9400421,-5.51E-01,1307.01,CDK5RAP3,CDK5 regulatory subunit associated protein 3
9451,1.38E-02,3.29E-03,0.2922,-2.9396898,-8.59E-01,1389.82,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3
107985360,1.38E-02,3.29E-03,0.2315,2.9395199,6.80E-01,84.5,LOC107985360,uncharacterized LOC107985360
374395,1.39E-02,3.30E-03,0.2064,-2.9387147,-6.06E-01,405.32,TMEM179B,transmembrane protein 179B
105369865,1.39E-02,3.30E-03,0.4425,2.9381701,1.3,20.5,PPP1R12A-AS1,PPP1R12A antisense RNA 1
221937,1.39E-02,3.30E-03,0.2017,2.9378852,5.93E-01,3460.91,FOXK1,forkhead box K1
781,1.39E-02,3.30E-03,0.5335,2.9379428,1.57,1116.29,CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1
54819,1.39E-02,3.31E-03,0.217,-2.937599,-6.37E-01,283.96,ZCCHC10,zinc finger CCHC-type containing 10
28978,1.39E-02,3.31E-03,0.2932,-2.9373344,-8.61E-01,268.97,TMEM14A,transmembrane protein 14A
53347,1.39E-02,3.31E-03,0.6505,-2.9371262,-1.91,59.98,UBASH3A,ubiquitin associated and SH3 domain containing A
3766,1.39E-02,3.31E-03,0.552,-2.936919,-1.62,24.66,KCNJ10,potassium inwardly rectifying channel subfamily J member 10
89782,1.39E-02,3.32E-03,0.227,-2.9369041,-6.67E-01,361.96,LMLN,leishmanolysin like peptidase
2683,1.39E-02,3.31E-03,0.319,-2.9369623,-9.37E-01,5010.19,B4GALT1,"beta-1,4-galactosyltransferase 1"
55002,1.39E-02,3.32E-03,0.225,-2.9368065,-6.61E-01,2032.74,TMCO3,transmembrane and coiled-coil domains 3
5883,1.39E-02,3.32E-03,0.2375,-2.9366765,-6.97E-01,300.35,RAD9A,RAD9 checkpoint clamp component A
120935,1.39E-02,3.32E-03,0.4468,2.9364842,1.31,16.04,CCDC38,coiled-coil domain containing 38
105378586,1.39E-02,3.32E-03,0.6175,-2.9363033,-1.81,12.12,LOC105378586,uncharacterized LOC105378586
100652759,1.39E-02,3.33E-03,0.3574,2.935869,1.05,540.02,PRICKLE2-AS1,PRICKLE2 antisense RNA 1
2620,1.39E-02,3.33E-03,0.3586,2.9358681,1.05,58.31,GAS2,growth arrest specific 2
5681,1.39E-02,3.33E-03,0.2437,2.9359182,7.15E-01,930.91,PSKH1,protein serine kinase H1
57680,1.40E-02,3.33E-03,0.1045,-2.9357992,-3.07E-01,2849.53,CHD8,chromodomain helicase DNA binding protein 8
127281,1.40E-02,3.33E-03,0.3581,-2.9355517,-1.05,554.37,PRXL2B,peroxiredoxin like 2B
100506022,1.40E-02,3.33E-03,0.3461,2.9354002,1.02,36.15,LINC02606,long intergenic non-protein coding RNA 2606
80215,1.40E-02,3.33E-03,0.6075,-2.9353074,-1.78,21.78,RUNX1-IT1,RUNX1 intronic transcript 1
1411,1.40E-02,3.33E-03,0.3836,2.9350687,1.13,22.49,CRYBA1,crystallin beta A1
10148,1.40E-02,3.34E-03,0.5186,-2.9347369,-1.52,39.62,EBI3,Epstein-Barr virus induced 3
102724632,1.40E-02,3.35E-03,0.3708,2.9339798,1.09,17.3,LOC102724632,uncharacterized LOC102724632
80034,1.40E-02,3.35E-03,0.4492,2.9337177,1.32,459.52,CSRNP3,cysteine and serine rich nuclear protein 3
105375387,1.40E-02,3.35E-03,0.9694,-2.9336868,-2.84,26.21,LOC105375387,uncharacterized LOC105375387
100287808,1.40E-02,3.35E-03,0.4071,-2.9337958,-1.19,30.99,LOC100287808,uncharacterized LOC100287808
57162,1.40E-02,3.35E-03,0.2534,2.9335476,7.43E-01,1318,PELI1,pellino E3 ubiquitin protein ligase 1
57524,1.40E-02,3.36E-03,0.377,-2.9330064,-1.11,167.48,CASKIN1,CASK interacting protein 1
100134713,1.41E-02,3.36E-03,0.3623,-2.932823,-1.06,165.44,NDUFB2-AS1,NDUFB2 antisense RNA 1
105376533,1.41E-02,3.37E-03,0.7147,2.9322344,2.1,25.01,LOC105376533,uncharacterized LOC105376533
6258,1.41E-02,3.37E-03,0.8469,2.931975,2.48,29.35,RXRG,retinoid X receptor gamma
80022,1.41E-02,3.37E-03,0.2784,2.9315489,8.16E-01,1777.32,MYO15B,myosin XVB
79843,1.41E-02,3.37E-03,0.3994,2.9314152,1.17,120.27,FAM124B,family with sequence similarity 124 member B
8364,1.41E-02,3.37E-03,0.433,-2.9313848,-1.27,670.26,H4C3,H4 clustered histone 3
2686,1.41E-02,3.38E-03,0.3701,2.9311552,1.08,369.3,GGT7,gamma-glutamyltransferase 7
23284,1.41E-02,3.38E-03,0.7915,2.9306474,2.32,535.45,ADGRL3,adhesion G protein-coupled receptor L3
57561,1.41E-02,3.39E-03,0.3361,2.9303289,9.85E-01,4715.22,ARRDC3,arrestin domain containing 3
1052,1.41E-02,3.39E-03,0.5241,2.9301863,1.54,2689.77,CEBPD,CCAAT enhancer binding protein delta
102466515,1.41E-02,3.39E-03,0.7992,-2.9301206,-2.34,23.73,MIR1199,microRNA 1199
7454,1.41E-02,3.39E-03,0.475,-2.9301463,-1.39,103.98,WAS,WASP actin nucleation promoting factor
90410,1.42E-02,3.39E-03,0.2744,-2.9298065,-8.04E-01,219.36,IFT20,intraflagellar transport 20
83539,1.42E-02,3.39E-03,0.7646,2.92961,2.24,88.47,CHST9,carbohydrate sulfotransferase 9
9962,1.42E-02,3.39E-03,0.2325,2.929531,6.81E-01,1716.6,SLC23A2,solute carrier family 23 member 2
84311,1.42E-02,3.40E-03,0.2064,-2.928652,-6.04E-01,537.97,MRPL45,mitochondrial ribosomal protein L45
126075,1.42E-02,3.40E-03,0.3117,-2.9287004,-9.13E-01,162.03,CCDC159,coiled-coil domain containing 159
8853,1.42E-02,3.41E-03,0.3356,2.9285302,9.83E-01,1379.77,ASAP2,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
100500824,1.42E-02,3.41E-03,0.4532,2.9285427,1.33,15.12,MIR3650,microRNA 3650
100507589,1.42E-02,3.42E-03,0.4395,2.9276226,1.29,11.67,NAGPA-AS1,NAGPA antisense RNA 1
3399,1.43E-02,3.43E-03,0.4745,2.9267257,1.39,618.71,ID3,inhibitor of DNA binding 3
9013,1.43E-02,3.43E-03,0.2473,2.9267214,7.24E-01,560.18,TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C"
107986696,1.43E-02,3.43E-03,0.4426,-2.9265502,-1.3,40.84,LOC107986696,
105374140,1.43E-02,3.44E-03,0.5695,2.9257985,1.67,40.65,LOC105374140,uncharacterized LOC105374140
8512,1.43E-02,3.44E-03,0.5665,2.9255552,1.66,12.77,MBL1P,"mannose binding lectin 1, pseudogene"
8620,1.43E-02,3.44E-03,0.4649,2.9256137,1.36,14.81,NPFF,neuropeptide FF-amide peptide precursor
105379194,1.43E-02,3.44E-03,0.4121,2.9253527,1.21,22.52,CTNNA1-AS1,CTNNA1 antisense RNA 1
116328,1.43E-02,3.44E-03,0.6871,2.9251978,2.01,41.24,C8orf34,chromosome 8 open reading frame 34
1346,1.44E-02,3.45E-03,0.4337,2.9244414,1.27,187.63,COX7A1,cytochrome c oxidase subunit 7A1
105377626,1.44E-02,3.45E-03,0.48,2.9242197,1.4,26.55,LOC105377626,uncharacterized LOC105377626
1122,1.44E-02,3.45E-03,0.3195,-2.9240684,-9.34E-01,599.56,CHML,CHM like Rab escort protein
105375977,1.44E-02,3.46E-03,0.993,2.9237788,2.9,24.35,LOC105375977,uncharacterized LOC105375977
9902,1.44E-02,3.46E-03,0.5385,2.9237579,1.57,7602.32,MRC2,mannose receptor C type 2
643836,1.44E-02,3.47E-03,0.2023,-2.9231364,-5.91E-01,921.19,ZFP62,ZFP62 zinc finger protein
51136,1.44E-02,3.47E-03,0.2405,-2.922805,-7.03E-01,270.31,RNFT1,"ring finger protein, transmembrane 1"
170690,1.44E-02,3.47E-03,0.8011,2.9226262,2.34,285.45,ADAMTS16,ADAM metallopeptidase with thrombospondin type 1 motif 16
340061,1.44E-02,3.47E-03,0.3225,2.9223706,9.42E-01,769.57,STING1,stimulator of interferon response cGAMP interactor 1
3084,1.44E-02,3.47E-03,0.8695,2.9222765,2.54,277.44,NRG1,neuregulin 1
1848,1.44E-02,3.47E-03,0.2966,2.9223664,8.67E-01,1921.59,DUSP6,dual specificity phosphatase 6
